GeneSymbol	GSM1249177	GSM1249178	GSM1249179	GSM1249180	GSM1249181	GSM1249182	GSM1249183	GSM1249184	GSM1249185	GSM1249186	GSM1249187	GSM1249188	GSM1249189	GSM1249190	GSM1249191	GSM1249192	GSM1249193	GSM1249194	GSM1249195	GSM1249196	GSM1249197	GSM1249198	GSM1249199	GSM1249200	GSM1249201	GSM1249202	GSM1249203	GSM1249204	GSM1249205	GSM1249206	GSM1249207	GSM1249208	GSM1249209	GSM1249210	GSM1249211	GSM1249212	GSM1249213	GSM1249214	GSM1249215	GSM1249216	GSM1249217	GSM1249218	GSM1249219	GSM1249220	GSM1249221	GSM1249222	GSM1249223	GSM1249224	GSM1249225	GSM1249226	GSM1249227	GSM1249228	GSM1249229	GSM1249230	GSM1249231	GSM1249232	GSM1249233	GSM1249234	GSM1249235	GSM1249236	GSM1249237	GSM1249238	GSM1249239	GSM1249240	GSM1249241	GSM1249242	GSM1249243	GSM1249244	GSM1249245	GSM1249246	GSM1249247	GSM1249248	GSM1249249	GSM1249250	GSM1249251	GSM1249252	GSM1249253	GSM1249254	GSM1249255	GSM1249256	GSM1249257	GSM1249258	GSM1249259	GSM1249260	GSM1249261	GSM1249262	GSM1249263	GSM1249264	GSM1249265	GSM1249266	GSM1249267	GSM1249268	GSM1249269	GSM1249270	GSM1249271	GSM1249272	GSM1249273	GSM1249274	GSM1249275	GSM1249276	GSM1249277	GSM1249278	GSM1249279	GSM1249280	GSM1249281	GSM1249282	GSM1249283	GSM1249284	GSM1249285	GSM1249286	GSM1249287	GSM1249288	GSM1249289	GSM1249290	GSM1249291	GSM1249292	GSM1249293	GSM1249294	GSM1249295	GSM1249296	GSM1249297	GSM1249298	GSM1249299	GSM1249300	GSM1249301	GSM1249302	GSM1249303	GSM1249304	GSM1249305	GSM1249306	GSM1249307	GSM1249308	GSM1249309	GSM1249310	GSM1249311	GSM1249312	GSM1249313	GSM1249314	GSM1249315	GSM1249316	GSM1249317	GSM1249318	GSM1249319	GSM1249320	GSM1249321	GSM1249322	GSM1249323	GSM1249324	GSM1249325	GSM1249326	GSM1249327	GSM1249328	GSM1249329	GSM1249330	GSM1249331	GSM1249332	GSM1249333
MAP9	-17.01625	-7.422663	-18.13168	-16.79471	-10.62719	-18.91014	-20.26664	-25.4919	-29.96757	-27.85476	-18.80634	-20.48533	-21.04158	26.38915	3.918723	-21.67418	-23.55279	-9.128856	-8.408577	19.75542	-19.00647	2.560468	-31.95966	-31.96537	-16.00884	-18.45616	-18.68021	-26.96516	-10.31831	-18.12959	-20.26664	-12.11353	-19.04133	-18.81102	-15.64811	-19.35693	-2.622742	-12.09663	-17.87498	-1.930067	-32.17502	-15.33583	-15.10259	-19.646	-14.20905	-6.937827	-12.84307	-45.70181	21.72764	-15.54002	-18.19971	-17.68852	-26.40659	-16.36482	-2.624783	-20.21173	-19.40691	-20.9487	-31.01243	-17.44221	-24.8644	-16.46392	-24.70742	-31.63631	-22.90844	-7.428221	4.30815	-12.01735	9.223629	-15.45439	-22.90569	-9.191931	-16.29447	-14.55106	-24.93743	-16.24486	-7.98046	-12.94548	-20.63769	-29.88626	-30.92434	-22.36793	-12.6561	-22.39306	-23.69372	-10.30931	-16.011	-20.19619	-10.69437	-13.61494	25.17297	-18.61183	-3.378253	-12.96884	-16.6685	-24.96025	-19.84375	-27.07073	-24.3364	-14.47703	-3.981311	-17.16165	-18.7889	-20.99002	-15.37019	-11.17094	-16.71676	-18.20201	-17.9568	-14.02538	4.378866	17.73032	-5.555269	-28.79293	-5.248298	21.93322	-2.367096	-20.93076	-23.49715	-23.48515	-17.61854	-19.95581	-17.25528	-8.190568	-22.68057	-16.56959	-24.92397	-14.44583	-14.40914	-15.89696	0.05416229	-8.066907	-3.950093	-12.50335	-21.77923	-18.88634	-19.17074	-4.667174	-18.90324	-31.05418	-12.8751	-18.43697	-11.11307	-34.647	-16.54425	-11.7493	-12.99164	-16.28566	13.95647	14.74116	26.25438	-6.089017	-7.055153	-9.441568	-15.68399	-22.82914	-11.79376
MAPK7	99.0240976666667	49.7069366666667	92.435764	97.785086	50.3628166666667	91.516366	50.5879433333333	122.924890466667	122.968238	104.066008333333	90.6188636666667	99.62113	87.65856	50.981564	70.5447936666667	54.1335766666667	72.1407333333333	108.502393333333	111.296596666667	44.07394	31.4741766666667	63.6963733333333	74.0328266666667	92.2402591333333	55.3533175	133.118973	74.6302686666667	101.685667	67.9186256666667	59.7058963666667	97.573828	89.4167776666667	44.8744766666667	84.6659	78.6099966666667	85.9094422666667	124.543325833333	77.7662	106.920803333333	63.281361	104.623473333333	79.5557833333333	66.5100466666667	76.055745	43.1792233333333	39.4301823333333	67.703138	70.1158166666667	68.1215903333333	55.9571884	98.78618	42.1966166666667	99.3778256666667	63.5187333333333	93.8005866666667	69.4334233333333	69.01208	114.187863333333	99.9119433333333	79.43363	74.9541033333333	89.9455453333333	106.170947266667	68.4026233333333	84.1816233333333	64.9839	80.8917533333333	168.914178066667	40.9029993333333	92.7688166666667	210.40142	29.5974133333333	60.1785603333333	77.0802406666667	82.8565366666667	40.6247766666667	80.2145233333333	98.0261413333333	97.8479886666667	77.01741	134.831253333333	74.3317942666667	130.545988666667	113.53277	60.9481826666667	78.3765796666667	83.14848	100.584011666667	118.945946	109.794551666667	73.8656166666667	88.1974226666667	90.1304473333333	135.553873333333	80.8121886666667	103.043039666667	93.861858	71.1375353333333	93.5108023333333	71.943171	90.50858	95.1923503333333	84.1228996666667	97.3968413333333	83.91182	98.4163333333333	98.52385	99.83247	130.189377333333	76.1857936666667	78.2486471666667	61.3995566666667	72.3493566666667	71.0641773333333	71.2990223333333	65.4770033333333	46.268845	44.6813633333333	29.2512973333333	68.09647	21.33468	30.5587116666667	100.642186666667	60.4813536666667	107.6693331	71.9014266666667	93.90353	135.47711	61.6802166666667	125.620623	70.5954633333333	77.884138	91.9069333333333	87.2896263333333	101.484453333333	89.941787	105.471886666667	83.4354864333333	110.138855666667	140.198920666667	71.3440643333333	65.3895566666667	99.54775	85.9775733333333	93.2485066666667	77.8394936666667	67.7662366666667	75.70318	53.1017239666667	60.4599291666667	63.8303633333333	90.9461793333333	68.56629	88.1039133333333	76.799648	115.46393	25.8932043333333
MARCO	177.7994	40.84219	142.7357	340.4351	194.2336	132.7429	120.2003	235.4603	114.0512	331.2103	121.6817	64.2431	59.34964	83.24973	65.09896	109.1903	104.6345	237.202	213.8919	49.28373	86.10925	89.10245	51.34782	308.8094	135.8503	64.58845	86.66937	72.96114	95.58804	209.2747	139.1124	198.8713	90.36588	124.2639	135.6401	71.13228	194.2336	124.4964	36.11026	217.1543	319.7375	223.5473	520.5626	305.6766	357.1017	126.9503	312.1921	124.4193	56.93627	134.368	119.5117	244.6811	74.61638	174.7369	178.2266	191.0437	199.5762	37.15948	155.7115	70.34962	88.75112	62.0155	213.0439	113.6629	98.98304	139.8141	151.7478	63.92885	86.92393	31.11032	751.6676	341.7065	92.0933	137.5611	103.1071	109.016	149.1731	65.07835	107.1602	102.3253	130.0758	77.36834	255.1626	83.81263	92.98303	77.47163	77.47163	89.50411	248.017	73.50279	73.395	98.88351	84.84974	127.0818	58.8536	135.2976	160.5439	83.73824	57.62193	50.15302	44.16428	44.32661	45.73296	69.02042	214.6517	58.4768	94.65824	93.32789	150.4469	39.73936	132.8602	79.36715	98.21408	46.71424	189.8149	82.1431	85.02525	49.29767	163.0989	84.19189	196.8707	129.2563	80.63427	70.71216	194.9674	72.55602	60.25568	113.2102	142.1732	119.4877	130.6128	84.84974	89.29385	83.44091	72.04374	94.93869	70.9137	103.5632	117.4088	34.29697	274.2861	358.6218	66.5808	406.0569	96.26115	132.7153	47.52252	129.8457	85.01173	175.742	63.25369	66.4791	57.86532	121.7261	74.33444	110.9995	126.4106
MAST1	-26.13192	-4.32888	-3.583442	-22.50231	-5.633187	-20.09566	-14.52285	-17.50961	-23.54009	-15.36589	-11.13025	5.838031	-2.932626	-22.22141	-34.60789	-29.90903	-12.57983	-12.92438	-15.88184	-14.30791	-5.96059	-20.81675	-16.29447	-16.01517	-1.854926	-7.688792	-6.226539	-11.3309	-10.19297	-17.87498	-6.851251	-10.42037	-11.09278	-30.83014	11.94259	-27.69153	-16.2601	-19.04343	-5.134599	-4.649267	-29.53178	15.46184	-19.70317	-27.83847	-25.92324	-7.924937	-13.36695	-10.68864	-12.22403	-19.42917	-20.90929	-22.64812	-29.4907	-22.95322	-4.521619	4.226764	6.99457	-7.51559	-11.66181	-21.80007	-16.75686	-22.0745	-19.27103	4.843101	-7.524853	-13.48862	-12.52985	-22.33592	-17.41894	-10.38218	-20.56024	0.5072405	-23.68097	-17.46741	-19.68565	-16.70851	-15.64168	-32.65997	-12.94934	-14.24277	-18.86566	-7.380279	-6.736087	0.2627481	-20.15603	-30.80442	-16.37763	0.03777382	-17.15754	-18.72678	4.898673	-19.484	-15.63942	-33.07747	-13.05812	-20.89908	-6.657862	1.726578	-16.98556	-18.33099	-27.47485	-19.08869	-19.70121	-19.69825	-21.89413	-25.77517	-22.32129	-26.41748	-2.961964	-21.64386	1.693028	-19.20681	-30.3487	-9.487343	-18.95768	-4.044938	-0.8209746	-16.25132	-14.47098	-8.813423	-33.33411	-20.61208	1.842153	16.2959	-21.05251	-28.45161	-27.30874	-10.23661	-16.91964	-2.564202	-16.18339	-4.905113	-4.647776	-9.908569	-13.81295	-26.17389	-13.11536	-18.12445	-12.35327	-34.30151	-9.241243	-2.077236	-3.636347	-17.41237	-17.16165	-29.49954	-27.85916	1.779387	-16.48149	-31.0292	-4.261306	-12.68773	-28.72459	-13.89369	-14.35833	-22.32129	-11.40478
MAT2B	2019.19496	1887.62229666667	2106.09230666667	1824.22728	2528.35845666667	1637.20909666667	2171.97435666667	2121.41086	2205.39473333333	2141.83826633333	1912.08887	1705.30516666667	2859.1597	2407.60233333333	3411.50086666667	2507.09363	1797.43896666667	1423.43709333333	2022.83053333333	2612.3776	2787.62955666667	5806.531491	2462.66706666667	2130.32797	2933.65904333333	2287.2113	2596.20806666667	2225.91467	2279.7803	2224.24131333333	1763.60601	1352.98094	1913.30544	1994.35546666667	1364.85008666667	2199.76221333333	1498.99464666667	2056.20467	2099.9849	1308.57253333333	1969.98662333333	2845.65109	2546.94700333333	1930.54330333333	2283.15611333333	2464.85194666667	1561.05407333333	2024.97394333333	2491.6992	2283.16588	2351.26735	2342.94878333333	2305.96443333333	1744.59813333333	2052.59226666667	2097.72168333333	1987.4177	2666.7353	1976.44190333333	2146.62067	2167.7276	2595.49406666667	1889.99257333333	2759.89381666667	2663.0047	2593.23947333333	4087.15163333333	1738.00243333333	2766.57266	1719.67236666667	1738.29086333333	2355.904868	1932.37431333333	2102.13294666667	2069.7552	2582.61781466667	1980.30729666667	2158.07593333333	1642.45121	2560.8522	1635.49736666667	2397.23023333333	2152.9509	2373.6016	2326.73843333333	2444.08757	2208.2288	1762.27092333333	1901.34346666667	1906.2135	2563.38378666667	2107.14118666667	1816.25369333333	1810.88073333333	2113.8162	1514.7002	1767.68163333333	1880.4944	2054.2058	1632.00189333333	2253.40196666667	1971.09596666667	2028.62506666667	2948.64059	4582.44016733333	2417.16366666667	1766.80966666667	1618.07493333333	2697.0718	2199.58233333333	2389.8407	3058.24662	2155.4728	1972.9239	2515.42016666667	2118.57694666667	2367.15608	2550.02956666667	8446.076989	2416.14756666667	2758.12632566667	4587.32690333333	1637.22426666667	2262.91385333333	2150.9848	2351.81337	2273.88806666667	1553.12844333333	2445.39208	1948.6765	1637.93933333333	1726.24527333333	1702.82714666667	1967.89773333333	2106.31215666667	2031.9598	2031.3522	1814.18013333333	1515.3123	1886.0211	3362.37128333333	4132.00628939667	2176.45036666667	1401.64103333333	2167.70313333333	1782.89236666667	1873.63666666667	2374.68037666667	2395.98043666667	2034.19895666667	2288.8046	2527.77346666667	2046.28707	1555.65108	2135.61036666667	2994.2565	3732.96185333333
MBL2	-34.90544	-13.85006	-39.62062	-25.08548	-22.96227	-33.99308	-32.59961	-31.90231	-30.77353	-29.44486	-25.34595	-24.96338	-32.98216	-27.04183	-18.12718	-25.94836	-28.69217	-28.19801	-17.24637	-20.6504	-33.92329	-22.98584	-31.96537	-42.73833	-19.53585	-28.20219	-36.66096	-30.74438	-15.3273	-18.19218	-31.40653	-29.83947	-25.62126	-26.49776	-36.4189	-41.53975	-31.36851	-38.25894	-27.49898	-17.86047	-30.94094	-24.21731	-33.69653	-36.70381	-37.14701	-32.85958	-29.49488	-31.86813	-20.10084	-38.91734	-30.45346	-29.39882	-34.13306	-40.60148	-24.89666	-39.14776	-26.04848	-39.41382	-17.19269	-34.63837	-40.79403	-23.91509	-26.04138	-23.4435	-34.49284	-23.48795	-27.2479	-40.29312	-21.67418	-20.68091	-34.92194	-31.32979	-21.68729	-40.9978	-40.79403	-36.38025	-28.06346	-44.02087	-41.3849	-40.31222	-26.87744	-33.37532	-38.43315	-30.91435	-19.5486	-33.23358	-24.22052	-15.64608	-32.92377	-32.81015	-42.33654	-17.28071	-35.25888	-29.33964	-36.11192	-28.44411	-26.44375	-14.42123	-31.69858	-23.25753	-40.4161	-48.00704	-29.03534	-20.01142	-29.25013	-33.15378	-26.12885	-22.31561	-29.02343	-27.80221	-35.59119	-32.13405	-29.33031	-39.58424	-32.66729	-25.30329	-34.35348	-32.43435	-33.25392	-46.00648	-35.89902	-32.50031	-27.26246	-30.52821	-37.88039	-32.42881	-16.98156	-25.17778	-27.89173	-36.73565	-21.91694	-38.58569	-24.30234	-36.34154	-28.51019	-42.91628	-29.86814	-31.49817	-31.71004	-31.48691	-32.37551	-30.71811	-27.71151	-36.22992	-25.4507	-27.55817	-13.41336	-26.63007	-43.24768	-36.37127	-38.25894	-26.5715	-27.8263	-30.6927	-25.9195	-27.39267	-28.61984
MEFV	508.61155	655.4584	869.9138	867.1658	573.17075	968.36285	484.1721	951.6308	456.0677	718.64065	275.85455	351.87275	142.738515	175.855815	375.3125	284.7169	300.79865	433.61865	368.8011	127.65545	230.95335	287.7887	236.1031	596.9292	136.14805	184.94395	197.5648	778.37485	61.120375	363.11445	225.3012	379.41565	339.1147	126.9638	284.26435	316.2284	712.97225	480.0714	210.37455	226.776	513.8859	601.56365	684.4913	845.70945	798.1549	481.7159	588.29945	621.14045	554.4546	967.84715	801.4329	448.71525	189.8916	602.9045	623.1695	379.5108	217.9184	283.41765	344.0478	189.9473	356.7912	153.72875	316.86395	452.5781	292.85135	330.94465	542.30145	569.95305	310.68625	116.7779	445.80975	583.08265	274.57805	369.25935	221.36855	423.4929	303.58835	217.9594	564.19055	113.153625	331.1306	354.7662	389.9714	379.5678	408.53485	370.2137	211.7772	164.529	187.1125	259.9547	245.9586	212.1714	174.9009	179.9412	238.53405	127.19786	207.4104	152.63965	141.58675	312.395	293.4878	260.7117	279.6267	266.51175	594.33625	148.0973	256.91185	111.93645	186.73945	119.41574	234.5069	566.8507	762.2468	94.15889	242.20085	334.59175	249.5643	105.064045	432.7295	362.0813	448.0073	225.26105	275.6459	221.68485	727.85765	311.297	164.9856	344.7221	301.45105	499.32455	336.3107	370.9021	418.1863	315.8552	345.5511	255.5116	196.5961	250.9356	432.60595	271.23925	480.50185	562.67135	58.51834	335.8308	159.03535	245.5936	278.3009	364.83535	648.0027	389.5428	176.01455	229.48945	413.985	227.46805	65.901755	254.9993	272.72005
MEP1A	22.22349	7.372975	35.42012	8.025748	21.6334	-4.044938	35.60598	18.6956	19.01608	34.26274	6.054036	10.06617	-10.5073	-1.699295	2.985733	12.00668	23.37938	11.17746	1.55582	5.322703	45.34536	54.97819	37.40019	14.98656	65.44549	10.76083	15.13963	23.32719	-4.001709	55.76618	23.84939	25.94251	7.529126	21.91045	7.315008	12.76807	7.359604	10.07764	-2.613339	34.49752	12.40274	18.20702	12.36909	30.71622	5.305341	22.7403	19.29272	21.32124	9.186044	58.6793	34.02005	15.59789	10.5946	13.66109	8.765299	2.17198	1.349702	-2.034597	10.04571	-2.936379	14.91972	-1.357469	-1.945	18.44223	8.651859	17.45512	38.90528	20.19721	24.7626	-5.024694	-6.819909	40.59334	5.066308	9.037257	1.005142	30.93272	25.35231	23.26065	22.05694	65.41483	19.90836	24.05292	-0.7266186	17.94306	28.46359	30.42176	-4.473154	12.5874	7.997547	-3.871068	7.605457	15.33184	13.98624	10.28827	22.63809	19.16878	5.412558	41.44447	4.860578	13.38983	20.05675	5.544055	0.4708523	4.385031	45.16704	-0.2828477	30.34833	21.51431	-1.670125	5.623479	12.72062	39.6608	15.90147	31.7101	39.44351	4.016039	39.32541	30.80064	43.3555	25.41825	23.66051	19.75847	7.72473	9.453628	17.18476	21.48449	27.41311	17.20546	11.92765	9.406016	10.63175	17.97304	10.80319	13.61609	18.59874	35.95674	0.07978426	25.13882	21.5175	-14.95412	40.63458	102.0251	-7.390018	25.69469	12.9375	-6.23594	7.509281	18.33471	23.47409	8.616212	22.70544	9.396739	3.642987	22.47269	20.43195	33.16079	10.46263
MEST	-14.520343	-21.1358433333333	-23.7501866666667	-18.97122	-22.2854933333333	-22.0963233333333	-15.7668066666667	-21.2057166666667	-27.95064	-25.6800566666667	-24.540938	-21.1047	-23.6005733333333	-10.0449333333333	-20.21397	-20.9773793333333	-16.9964933333333	-17.2348033333333	-18.3650233333333	-18.1198895333333	-20.4362233333333	-18.4509696666667	-23.8038933333333	-18.5762306666667	-19.5899466666667	-18.4998416666667	-21.96475	-19.2219866666667	-16.993498	-13.44395	-11.017405	-15.9275206666667	-25.3229266666667	-12.2707726666667	-8.536917	-11.9845746666667	-18.0094633333333	-21.55807	-13.3340926666667	-12.408439	-9.89781966666667	-17.7253156666667	-12.9516183333333	-15.4561626666667	-15.586854	-25.4988366666667	-24.4346366666667	-17.4366466666667	-7.07632636666667	-21.6138533333333	-11.8968003333333	-17.9355266666667	-15.9327606666667	-20.45508	-23.1606633333333	-23.9957966666667	-21.9473766666667	-18.5931966666667	-30.56253	-27.44945	-15.5473993333333	-22.0043066666667	-17.2967676666667	-16.0847433333333	-17.690915	-26.6336533333333	-13.2103626666667	-29.8428233333333	-22.7060233333333	-19.0586703333333	-22.7456433333333	-9.67029566666667	-16.3649566666667	-21.30292	-20.5081833333333	-25.9199533333333	-15.9230433333333	-24.8362233333333	-15.7030816666667	-19.7913633333333	-16.5117033333333	-16.8279303333333	-17.973835	-22.1409836666667	-24.11238	-25.0918766666667	-30.2462566666667	-18.66269	-20.4954523333333	-28.7561766666667	-22.49657	-18.0333333333333	-14.56633	-19.7808026666667	-17.0757966666667	-17.5533233333333	-15.97189	-13.1399183333333	-17.3571006666667	-16.9908073333333	-23.9446133333333	-20.9960266666667	-22.00795	-19.5918333333333	-16.6666603333333	-25.2100233333333	-12.8540466666667	-18.874004	-20.7102566666667	-15.9608	-20.45608	-19.8592033333333	-21.6489	-25.9380166666667	-22.43662	-22.3266066666667	-21.4071533333333	-15.3305093333333	-26.2916966666667	-22.8221133333333	-23.2978266666667	-22.15723	-23.23012	-23.1680706666667	-22.20184	-21.6668166666667	-14.0980376666667	-25.04569	-18.8180166666667	-5.42451	-29.97973	-8.355327	-23.6694633333333	-20.9680466666667	-19.7601566666667	-19.6402863333333	-28.9452	-14.1174	-13.8289736666667	-30.26601	-30.71457	-21.20981	-20.4924466666667	-19.9520666666667	-24.9104233333333	-17.2751026666667	-15.046057	-25.55769	-24.9503166666667	-16.14544	-20.1858716666667	-21.7639166666667	-27.5087233333333	-20.4569633333333	-20.804069	-23.48745	-25.89998
MGAM	670.3435	280.112843333333	218.290503	556.791747333333	137.502406666667	544.278903333333	151.793380333333	1321.17411333333	81.4855143333333	816.21507	149.58126	243.726643333333	56.894865	107.72803	54.218471	275.03881	206.27441	406.589172666667	79.896843	14.829457	88.0934420333333	77.6943893333333	172.6521918	803.913541966667	60.0253053333333	49.1995733333333	76.909141	175.7650916	41.3451503333333	144.467503	71.6129766666667	466.766344	51.319023	101.570343666667	283.4772282	231.95794	669.300966666667	447.29208	146.053814666667	125.35815	225.197666666667	133.782201666667	803.341026333333	418.038798333333	201.204072	262.676912666667	275.174116666667	51.1187943333333	332.269606	312.271893333333	888.159967666667	242.729177333333	49.5174907333333	247.698266	172.271936666667	95.555872	46.0804786666667	64.275185	202.315963333333	148.607868	172.337496666667	18.5968026666667	33.0637436666667	280.681991666667	302.745953666667	124.598463333333	208.255373666667	246.746078666667	46.597	27.6398533333333	113.421819	135.512543666667	59.963115	466.744442466667	122.926296666667	122.858824666667	14.7702733333333	70.5542313333333	910.36134	10.778282	145.45087	73.948487	92.6455913333333	71.2533896666667	159.162312466667	220.217016666667	60.8309266666667	66.2314926666667	46.4862966666667	132.749868333333	65.3292233333333	54.694427	51.2218373333333	65.3189166666667	52.6186073333333	74.991881	34.6474243333333	66.5310863333333	36.9286033333333	150.452006233333	40.6601473333333	45.6022076666667	64.6906343333333	54.5295753333333	292.836987333333	74.455717	172.177263333333	23.3968103333333	52.4204526666667	23.8760763333333	98.2480006666667	138.18782	65.0207726666667	19.052924	73.5454946666667	184.11136	114.76618	11.5613916333333	108.449418	143.3904338	139.581815	105.90171	54.5411156666667	58.9789236666667	573.92175	125.669286	61.70965	21.540034	109.038793	366.188853	90.9815516666667	61.964913	169.752913333333	510.094629	65.8080183333333	151.018323333333	39.061005	23.735437	78.3473803333333	36.3431886666667	181.596585	133.509235566667	31.7564863333333	168.163476666667	64.304018	334.630321666667	93.0424966666667	135.348070333333	180.93277	143.533726666667	43.8892063333333	85.762257	149.799890666667	122.445063333333	62.7161293333333	251.31024	54.3730046666667
MICAL3	-20.51116	4.901091	-8.022779	-20.86483	-11.34648	14.03205	-16.07146	12.77812	-6.514232	10.04822	-9.936324	-13.65026	-4.650971	-20.9775	-6.398979	-25.3098	-11.22038	9.37748	0.9933333	-0.5125955	-25.28981	-19.86051	-9.346001	-11.13817	-13.48108	-2.626464	-12.73479	-4.352416	5.429641	13.121	1.228718	3.013502	-17.8396	-17.62968	15.85196	-9.620434	-35.67221	3.219272	-14.57112	-15.17024	-22.20737	11.115	-11.54056	4.911219	-0.570335	8.090254	-22.35377	-16.39232	0.2016774	0.004867257	2.161801	-9.568356	-16.68155	-26.5448	0.7773401	-2.423887	-10.04232	-5.136365	5.284661	-3.152763	-19.18549	0.284659	-22.8798	-13.60263	-14.82529	-7.431796	-14.29608	1.591423	-5.386852	-8.485188	-9.658331	4.953385	23.02069	-0.9088921	-1.276269	-10.04401	-6.232235	-1.141438	15.04241	-3.777148	-5.457888	1.029568	-8.424811	-18.77244	0.8347734	-10.36655	-14.13668	4.038755	-7.146198	1.442637	-21.8663	2.827723	-16.79471	-7.033787	-20.49033	8.200138	-16.53267	-10.93567	-14.579	-12.75635	0.14359	-6.207858	-5.120437	-29.95498	-26.49776	-5.80078	-8.576758	-0.3880643	-15.04457	-17.1033	-17.57767	-16.30697	-18.5579	-8.267021	-20.57093	-3.922125	3.068916	-12.79846	6.013629	-22.77827	2.17198	1.450366	2.012596	2.431352	-7.398968	-15.36824	-5.036901	-18.91962	-3.922125	-17.94495	-21.37691	-3.145303	-17.67028	-20.54537	-2.060591	3.843791	-23.98079	-1.175494	-11.00589	-19.09781	-18.18301	0.8698217	-11.0702	-27.90025	6.608238	-9.47549	-13.3969	-8.12458	-12.02904	-5.655071	-11.63198	-11.18427	-5.936974	-2.643646	-0.2700985	-18.24856	-11.98167
MME	585.5184425	554.672175	839.1019389	811.4291275	804.5155595	308.00831	844.552899	389.61500355	364.44501175	637.4680812	926.962549	867.76931	625.41616075	132.971598	274.4892425	1529.983015	782.3816475	1300.5280375	285.41355125	40.05950375	700.5529475	474.57876875	787.6712475	729.53304775	504.793765	116.976535	465.06262	126.97224275	57.505213175	456.30438525	378.9152375	947.8680225	360.14305025	457.8229825	311.4464125	452.84594115	528.3722225	1234.858455	275.6949945	762.9566625	842.32423	1080.558018	756.07466	1861.97309	1112.22663325	1180.72034135	907.40203	445.948675	111.84217025	1002.5027635	166.78052	1384.4392325	295.1700625	499.89775675	845.564746	532.10291875	304.616765	538.7322445	304.24102825	747.4274665	1022.7890675	231.719705	463.0936175	272.29792	1345.9092175	352.292436	951.894065	1435.3537325	437.4670325	98.6888595	132.61462225	484.729675	594.21068075	189.857055	486.9781275	520.7356325	499.805605	509.649275	1981.04041	91.3961525	688.85736725	243.39744925	1017.9894975	536.627865	501.25841	466.2065985	396.46717975	617.046055	3.466974	802.66567825	402.82010525	597.3003875	115.02816225	659.80837525	630.2190625	598.9083875	261.2219735	493.154685	358.13421	1204.33724825	251.049235	332.44617525	471.819455	496.75190225	677.73453025	291.903606	617.896035	331.031859475	214.10076875	207.31619425	585.4873675	549.62566875	418.180965	290.5497275	412.0881925	186.94747225	290.3084875	109.764235475	344.76294375	429.90479	597.04451	693.529343325	482.9907825	449.309238	404.75921675	552.4047545	265.2626805	218.111932	299.3618355	384.45200925	311.184305	598.0561975	1064.110075	915.6376425	387.9114075	230.03909625	298.774426	163.25064	287.55309775	374.4504585	916.6816855	815.8878975	212.654284	488.10497875	184.113405	476.763422	798.38831125	208.339265	827.26684525	502.32625	268.69678775	524.22245525	1027.741019	309.062235	65.45847725	344.8290575	336.4502465
MMP1	1.808733	11.81686	8.363101	15.43773	11.65059	18.23672	20.75434	7.239628	0.3079736	-6.408383	2.613075	27.54115	17.99889	-19.058	2.185506	5.008865	13.26993	5.676019	16.16731	-11.61279	41.46027	17.02526	6.978348	0.6988443	25.67311	4.678294	-8.384371	-0.03788467	1.665195	-6.566583	9.223629	-11.54634	7.839316	-7.839812	16.8095	-2.901935	2.421106	-2.412555	23.58871	15.94646	8.477601	7.286464	15.8837	9.321163	-2.25219	1.857912	0.1188227	-4.90312	10.10212	19.39775	6.018197	40.28799	11.69598	27.57975	-17.03232	2.453769	0.4493265	-6.254375	9.276882	6.971346	-5.122541	12.60794	-3.746473	13.9354	3.787847	-11.14183	10.49365	-4.198088	7.039256	-2.437386	7.308645	27.39052	30.89954	2.262017	1.998683	2.511373	27.04996	15.92601	2.894042	-3.590596	9.410559	9.625597	5.131478	17.2672	6.912063	7.943145	23.41964	36.24873	3.872606	-1.152543	10.04571	7.752492	1.292617	12.3591	12.30489	1.822758	-2.738858	-6.912488	-6.880033	-3.058337	4.087653	4.791842	9.177193	34.35441	6.12444	4.564295	0.1681034	11.00379	-1.693744	9.177193	0.05048279	8.486067	12.22097	3.837341	4.045053	10.81987	15.30938	0.6928012	12.31243	19.95586	4.154479	-0.8073987	12.6743	17.5161	1.40927	14.56664	7.738555	-4.831514	7.050013	4.09607	7.010235	4.368315	15.84913	11.69354	4.773115	3.556837	14.2294	-2.450802	24.41695	11.15253	18.64121	11.03201	8.025748	2.66013	-14.45162	7.859968	-11.6068	24.61688	15.99161	-16.82354	4.625744	8.470762	24.87258	5.664527	11.91027	2.855708	-3.753426
