GeneSymbol	GSM709413	GSM709414	GSM709415	GSM709416	GSM709417	GSM709418	GSM709419	GSM709420	GSM709421	GSM709422	GSM709423	GSM709424	GSM709425	GSM709426	GSM709427	GSM709428	GSM709429	GSM709430	GSM709431	GSM709432	GSM709433	GSM709434	GSM709435	GSM709436	GSM709437	GSM709438	GSM709439	GSM709440	GSM709441	GSM709442	GSM709443	GSM709444	GSM709445	GSM709446	GSM709447	GSM709448	GSM709449	GSM709450	GSM709451	GSM709452	GSM709453	GSM709454	GSM709455	GSM709456	GSM709457	GSM709458	GSM709459	GSM709460	GSM709461	GSM709462	GSM709463	GSM709464	GSM709465	GSM709466	GSM709467	GSM709468	GSM709469	GSM709470	GSM709471	GSM709472	GSM709473	GSM709474	GSM709475	GSM709476	GSM709477	GSM709478	GSM709479	GSM709480	GSM709481	GSM709482	GSM709483	GSM709484	GSM709485	GSM709486	GSM709487	GSM709488	GSM709489	GSM709490	GSM709491	GSM709492	GSM709493	GSM709494	GSM709495	GSM709496	GSM709497	GSM709498	GSM709499	GSM709500	GSM709501	GSM709502	GSM709503	GSM709504	GSM709505	GSM709506	GSM709507	GSM709508	GSM709509	GSM709510	GSM709511	GSM709512	GSM709513	GSM709514	GSM709515	GSM709516	GSM709517	GSM709518	GSM709519	GSM709520
TBX21	7518.249	6609.444	7246.877	2957.345	1498.116	10848.3	4051.694	1542.054	839.5168	2293.556	6188.502	1900.799	3788.649	9187.51	5923.613	2375.684	630.3996	278.7016	1366.195	370.7481	1120.613	1398.646	3092.832	1570.813	11551.78	16737.02	409.9282	3502.252	4609.658	2800.612	3432.368	4742.068	6939.163	7267.783	1327.408	4397.599	6385.423	747.8974	4028.712	604.476	2996.974	1915.421	1713.044	11388.36	4832.396	1999.075	839.5192	7110.257	1803.751	9962.599	10230.16	1198.627	3404.994	4027.42	6573.8	6974.803	1290.352	6994.301	6584.52	8377.514	6206.559	4709.126	1159.049	6273.835	9451.417	9759.251	2370.999	2721.678	2147.834	4660.107	9562.225	5654.995	2345.771	4355.589	2652.198	2532.859	6626.389	3230.153	9151.553	8921.63	8723.28	7031.689	8504.259	7009.951	6782.633	11417.5	9876.953	2669.065	3524.898	1069.359	4585.713	3186.046	3753.025	3164.093	2236.832	2333.996	5835.556	1731.971	2916.669	3724.298	9144.696	5352.171	6682.832	12026.72	17547.1	17862.18	7576.54	5422.243
TCF7	4173.4818	5168.0792	2300.2096	4346.5764	3227.3735	3761.5798	3186.1103	3443.6732	307.88477	797.74519	5165.7838	399.48366	2571.3816	9829.9865	3324.4219	1898.7983	581.25024	106.33917	535.09128	296.3169	2958.3153	2624.6696	3877.4909	3755.5989	4739.4955	2360.0324	1420.5261	5459.3793	4321.8148	6021.8671	2903.7811	6189.2783	4847.801	11843.719	1293.7102	5016.8955	3290.4725	1123.04458	4678.0158	685.15922	2662.697	1759.7934	1262.6983	5878.7415	5494.5543	1434.2665	1165.8405	6400.5625	1355.9722	4147.7077	4783.6679	673.34039	8711.6084	2703.8282	2258.3137	6088.3878	1863.3543	5577.1781	4731.5751	8012.1623	3823.3205	3685.1295	1613.3716	5859.1153	4515.6824	3986.8431	3735.0618	3301.9021	1478.8798	1038.8873	3620.7349	3717.7766	868.63821	3834.6473	2830.367	865.98137	5435.7186	3056.902	5313.9825	11964.924	4554.1391	5998.409	5500.3937	5741.2169	5792.6902	6794.6111	6926.2073	3722.8854	4314.9607	2314.3399	836.01333	2875.314	5503.7236	437.68302	2035.6309	1151.78777	5714.9426	3184.28	3499.5627	1897.7003	7425.0345	4677.8095	4920.6289	2809.6787	2426.5331	5109.9768	9297.6632	6968.6628
TCL1A	37780.44	12709.9	8636.456	6243.257	9134.868	24728.06	5052.594	7063.191	806.6007	7723.591	10837.1	2488.208	5855.783	3722.373	6239.152	2249.555	1093.666	369.7335	1472.445	1045.093	4682.552	8603.333	22056.36	3724.296	4914.851	2236.419	1706.57	16748.22	19482.66	21461.4	18697.53	7111.591	28066.23	18036.71	3140.339	13250.48	6970.497	4298.028	14133.64	1084.339	4544.669	2830.851	5159.838	18397.33	12562.33	2099.488	5151.294	17328.05	6349.439	12018.4	8652.699	3730.448	13855.87	6284.444	9575.875	5152.545	3881.058	5941.074	2964.837	27153.2	3611.152	17831.52	4080.44	10570.5	19538.23	22644.88	8870.937	18117.48	14910.22	2966.972	1906.221	16782.62	3979.827	23898.93	2531.94	4387.817	16924.61	13281.84	25448.83	37550.24	22059.32	36019.96	8608.987	10169.61	10833.76	9061.603	18831.55	8931.825	4234.761	4850.228	1799.127	5485.481	19816.83	829.3667	11323.33	2256.691	5538.095	6799.877	4775.775	9716.115	10467.07	14696.87	16848.22	5830.667	6597.034	10521.23	24557.86	15504.91
TEC	13.736949	10.894984	32.353715	26.0272905	23.400575	7.9007475	12.709074	12.049454	7.432474	17.909176	21.7765325	7.0078115	8.193211	48.7743905	43.78295	18.300638	2.2496584	1.382602	2.59304325	1.35815035	6.3637135	5.1405495	9.0008785	13.5652895	5.993237	8.7510855	2.124388	10.7138895	19.6151215	11.9855265	23.783773	15.6571195	18.4313545	18.030949	9.6068325	19.3181845	27.444005	9.540395	6.233076	19.067043	15.212076	9.1992665	20.407275	65.445965	20.7499	12.73353	7.0599	46.33103	17.3542925	18.2235925	18.4995675	9.4000775	25.5822865	12.6938405	14.067071	12.733115	14.252663	54.332345	30.2074705	38.072045	41.93667	18.9159955	17.0487485	19.9911665	30.269023	16.14563	25.692042	21.2807025	11.7937535	31.9460605	16.347434	17.19023	12.81483	10.1849695	16.6455055	3.072076	17.354997	20.190938	27.1872585	43.2905305	11.0012985	27.521083	23.858652	12.968258	23.2054395	71.4470405	51.7664445	11.2248665	17.157748	21.1132755	9.6563775	35.9325	20.0775135	14.7857755	19.2184075	8.652981	11.1689435	12.544116	3.5399579	20.8965735	12.806857	9.7905365	14.16715	12.489258	25.265679	11.996976	42.6450635	20.907602
TEP1	460.711335	355.98945	396.880885	313.304625	797.39302	362.73274	375.296715	199.8124395	199.22283	478.716225	395.634725	475.449385	194.79078	683.43894	495.120231	318.0983995	37.0080285	25.672789	138.565844	22.2815585	107.493	207.448685	219.491905	186.65699	404.344965	485.52515	140.2684	291.809115	452.528475	536.521615	316.08699	453.71291	565.030435	572.27133	307.75447	486.432945	497.58225	300.417385	240.041995	161.891215	166.3682645	209.4259495	489.2481265	526.995115	275.17502	514.335751	188.147014	484.95229	529.18614	512.074065	363.2801	288.28515	466.14479	518.109765	508.44039	515.627215	334.696585	861.573455	996.25664	798.626755	1080.519335	562.768475	661.990635	241.050176	355.343055	490.89461	570.229285	455.277485	227.6485915	894.314735	559.92996	284.512805	372.167725	318.8241	795.3424	187.222935	303.218705	518.180285	424.77523	513.128065	447.311085	600.57048	670.89853	352.184875	982.24606	571.967505	797.49962	319.6365	413.787765	561.073785	478.19479	866.397185	839.081535	639.616805	986.15903	571.404597	384.33091	273.513625	283.13988	422.30212	464.944305	331.329285	326.11576	455.68911	425.891435	542.90175	583.22021	333.44523
TFEC	124.7506	56.02836	62.47117	31.179135	347.16335	72.043095	91.35526	102.561825	39.02911	162.79885	52.439475	68.324815	60.059625	150.15575	278.7634	137.11545	4.745362	4.5379695	6.3999555	2.9930585	13.117285	22.1025805	28.151625	37.634655	19.7962775	30.251866	18.9064375	24.313572	27.624813	30.4846495	36.4237	55.6694	65.734295	106.168275	171.20915	60.06506	162.423	93.138895	48.524775	57.29818	24.8311	73.59516	299.05665	67.15182	44.378195	82.788765	63.882125	112.940865	387.3068	93.667605	54.8634565	39.888665	39.17526	146.731	52.897005	61.243375	58.432165	123.74774	143.958205	72.206905	123.64669	58.467455	130.2068	78.438345	29.584405	50.1697825	88.457095	85.55692	42.662605	207.8982	84.674745	36.055525	95.395515	36.0675085	53.244855	25.7195	43.86274	80.897945	74.99359	93.17995	35.714882	97.813075	56.100615	59.27691	151.0819	53.46856	61.87334	63.58771	44.654645	56.52102	57.135705	113.435215	193.6434	67.438715	111.64031	105.69283	48.4457615	38.36845	21.939915	94.60027	50.714065	36.99037	26.49309	17.41888	47.727615	47.9464455	48.14273	95.47658
TGM2	334.051285	793.08293	704.6102	433.34941	327.18394	240.68598	453.996135	322.12132	1112.94695	1071.809	285.519705	490.9278	126.39777	704.03437	629.55778	520.37235	99.8102645	70.7635855	64.766045	60.3754705	899.967905	159.29196	481.186595	764.570015	383.230655	175.57368	452.80745	365.49369	492.88573	633.5105	341.9517	554.165755	519.13555	261.046605	784.632915	669.96658	350.82379	601.79065	349.51651	725.409755	970.459775	1023.3706	248.946765	557.730185	1037.04828	665.423	649.22975	438.48727	591.9036	138.81298	424.96167	574.3663	636.782105	542.91345	545.77727	736.036	832.80585	1016.9719	970.63855	237.085495	865.7081	469.67444	752.0111	259.613175	615.81478	88.45656	372.571115	295.366375	561.583255	287.3638	301.576185	148.209585	737.78435	361.841885	327.746	1060.2285	792.70159	658.2684	233.623535	441.364915	884.915055	433.34272	799.64247	521.826005	933.55735	1073.90024	565.01191	553.30455	271.83775	768.06695	601.49195	395.896	153.450845	114.931	388.122	296.176205	1021.160215	1632.015415	2181.918065	486.71867	287.87519	803.789525	889.108455	512.33783	533.71924	284.01429	452.50596	416.07994
TGM3	12.02756	35.45378	13.10538	8.873121	24.94411	27.77217	30.07636	7.243858	8.596489	6.815701	5.075494	23.69037	6.275735	22.65391	21.16648	15.14687	1.096587	1.074897	3.831102	1.40609	23.86942	38.84117	15.62761	17.54568	20.34308	28.6886	11.6248	78.6848	48.71398	40.09828	25.90623	20.92331	24.5433	31.93764	24.02742	27.43716	27.53964	20.82501	7.078346	13.97786	20.33962	8.05634	22.10398	19.28909	6.945274	39.6544	15.84054	10.45565	12.94658	20.32598	24.0062	13.98731	55.73269	19.05536	16.39173	24.96577	16.13624	38.00574	44.82781	27.15938	19.60653	28.18794	23.57326	12.6348	10.23025	41.14589	5.45562	13.43366	6.136454	9.926497	12.8943	18.25065	8.840006	28.02309	33.72247	15.52313	20.13402	37.67066	12.68712	22.18911	22.09904	14.10985	29.94638	26.0452	19.34796	24.84941	40.36784	20.53798	60.73864	20.35336	16.89947	19.32005	53.11136	19.81419	26.84105	11.24221	26.96271	21.81431	34.00663	11.05368	16.26985	30.43617	47.32847	7.888796	14.94503	14.05941	37.6911	15.5663
TGM5	10.80273	10.11789	7.993957	8.318158	9.129882	4.378055	5.543968	6.745668	6.779019	5.590198	3.915352	8.070828	5.741113	6.378719	5.674758	6.456452	0.8752629	0.8975095	0.9168366	0.9253386	2.985117	1.999862	1.522364	1.565114	1.987542	1.486932	1.993644	2.249053	1.621086	1.641024	1.888056	4.87595	2.02971	1.678006	1.884965	1.857554	8.56495	6.913399	5.82464	9.636618	6.794702	6.737372	6.819084	7.291994	6.44587	7.809574	7.189084	7.979962	2.138774	1.673063	1.674899	2.822247	2.635652	2.499172	1.571803	2.068738	2.052268	2.152869	2.242451	2.380516	2.268015	1.783473	2.054424	2.126206	2.609653	2.071497	2.354345	2.510659	2.608156	2.452689	2.280339	2.470167	2.048589	1.59311	2.014257	1.671979	2.130767	2.156216	2.252187	2.251576	2.003537	2.178276	1.710337	1.846116	2.500076	1.652563	1.706887	1.626873	2.148826	1.891155	1.720968	1.997053	2.029609	1.544614	1.464876	1.706474	1.528267	-2.820007	-2.918284	-1.997594	1.914302	1.887957	2.589161	1.552642	1.842697	1.803106	3.488804	1.574215
TIFA	284.672875	163.193915	224.2858735	348.591864	2141.63484	337.1504825	208.4030945	209.8934815	234.324384	513.303296	143.7726985	681.01061	111.7441915	797.236275	984.36734	447.4379475	19.265941	16.9376809	33.57187	15.60760115	14.500725	217.991617	245.1021595	128.271269	201.288294	286.702592	159.922078	196.0850665	241.9174445	313.13958	222.796112	317.6675305	337.3637105	456.775665	475.165835	224.4561795	298.5861935	374.8675695	121.1139435	446.9935195	171.3682625	297.7522155	1140.01442	447.05502	151.299854	714.541681	285.615655	244.34964	1866.02861	344.67659	117.803978	617.864305	242.7727915	1386.94047	217.41749	393.488484	661.741605	365.845485	987.05805	303.504985	1214.244215	332.838389	1541.630265	336.435131	211.793232	191.107868	664.694375	368.4259925	155.9846945	2192.74405	737.035635	247.122053	357.65874	173.9949605	587.206325	80.2959405	218.06145	806.051605	464.79768	471.7964	112.4581695	168.2577075	402.791136	165.1841095	542.85827	296.4920705	466.362445	311.5210635	465.5879845	530.108585	852.769755	770.858775	605.780365	1885.903715	1860.5132	566.713945	133.9969385	332.574923	204.559684	831.04372	250.4206015	257.9458205	164.8720565	363.4281435	436.5461135	123.028915	254.3262815	332.84147
TLL1	11.230665	10.414105	12.9119275	18.750852	4.658487	5.4366905	5.619145	6.8265215	7.6364635	7.4975545	4.198451	9.05928	5.9047535	12.7236035	5.8674065	15.193633	0.9507447	0.99213395	1.055271	1.00609435	2.0522725	2.3192105	1.7314055	1.8197995	1.873177	2.3145885	2.200644	2.0153435	1.771067	1.7961115	2.00841	6.8639745	2.0946055	1.949715	2.365941	2.032394	13.772232	12.9350335	6.3391845	26.8117225	7.8399905	8.029799	8.4449785	15.5224	7.9458765	9.3136865	7.469077	24.1361445	2.290942	1.766599	1.796411	1.715727	1.785155	1.9083565	1.7642065	2.7669465	2.3805525	2.411815	2.358621	2.3032105	2.4002825	1.9809015	4.0279355	2.1877605	2.7582495	2.1898025	2.553434	2.949767	2.8567	3.229274	2.492162	2.6446135	2.2756605	1.81538	2.204173	2.1650155	2.2705915	2.4561805	2.3104685	2.262883	2.6989335	2.067338	1.797631	1.866542	2.7843165	1.854114	1.8236995	1.775194	2.794415	2.1022185	2.0486675	2.093666	2.2560635	1.717232	2.498719	1.8681	1.878932	-1.234309	-1.34439865	-2.2552495	2.1341005	2.1343775	2.059672	1.7651275	2.0509745	1.968933	1.7301285	1.682891
TLR2	2411.6856	3114.7781	4054.4923	5065.3799	19883.981	3824.9675	5106.5226	4110.5549	3091.7379	5225.1974	4139.492	8332.8749	2433.4112	11712.72	12777.379	6910.1313	387.25238	531.13571	1367.8046	335.42123	1932.2946	6301.5855	2448.0454	3732.0619	5285.6618	4928.4241	2547.7979	5415.8971	8828.3083	6692.1621	2814.1607	15458.97	6856.2455	5096.5072	4178.5553	3740.456	5764.238	6787.6597	2995.1659	3638.4151	3878.4157	3581.2444	14338.915	6520.4628	2772.8543	11926.162	3349.4045	6370.1973	17499.987	5059.7274	3982.6704	7240.4952	10159.7003	8399.5867	5585.2565	4111.886	7316.4867	14047.156	15720.776	8896.3288	15273.491	7612.0763	9687.4162	4140.1653	4277.658	6805.9058	6419.1603	5134.1905	2574.1182	21314.032	11541.589	4361.3891	7746.0788	5621.2697	12068.554	3288.3275	3532.1687	9172.5572	5569.3478	8416.3399	3941.9458	4930.9221	7252.0042	4046.0407	7917.5369	6954.058	8378.1933	4716.1893	7868.4386	9239.0108	9526.0491	10507.8293	18588.271	42354.323	14343.758	11653.179	6733.0112	4723.3485	4695.1202	10712.1225	6585.0331	6293.1019	5655.8031	3854.3609	4239.1954	4909.1671	6877.9468	5638.4738
TLR5	109.376	188.8647	450.8014	398.0369	2207.419	349.0049	732.9179	485.9965	293.0874	507.2591	318.273	1161.871	146.4274	831.2589	1420.765	1158.35	22.94413	36.59431	78.91227	19.65915	136.9047	793.1416	164.0026	176.7673	518.6666	743.5764	312.0435	522.1024	401.3682	763.1925	162.1331	1095.885	309.372	303.9201	452.903	276.9332	607.9006	624.9493	266.5081	255.6317	420.5893	275.967	2139.46	537.4747	204.6453	1030.102	314.1796	326.4484	1189.813	448.2401	350.9275	504.0404	414.4365	1137.621	319.6174	384.8885	548.3304	995.3357	1097.887	688.3751	921.0475	389.6625	976.932	198.2728	352.2116	831.7131	891.0422	403.1305	119.1496	2123.846	757.9813	370.7584	568.5012	275.7007	758.869	307.6015	277.6679	908.347	223.6987	346.8993	414.0581	509.048	652.445	382.0365	540.2152	305.0959	566.934	527.6566	1037.505	766.5682	1111.683	1014.75	3094.813	4540.819	1691.403	708.6036	423.9258	340.4602	416.9807	1001.342	426.1277	742.2489	450.2706	175.6936	401.5308	540.4324	496.9002	454.3185
TLR7	190.469345	119.241275	157.31576	117.913325	481.2583	166.50992	147.78419	175.874935	77.50829	355.688395	89.51821	88.020015	62.608685	405.7753	292.877005	237.979105	16.40995	10.066446	29.225515	15.755108	12.886765	45.21138	122.148225	92.54538	141.981355	110.52775	45.25295	165.238335	155.37058	113.939965	156.14753	189.397135	313.51795	280.73704	145.76309	128.29693	223.67364	185.55232	82.74534	87.597615	87.697675	66.44911	210.083255	195.483695	84.27084	203.38349	98.03824	253.59707	497.85505	209.32082	80.563035	138.434995	149.701925	228.93262	305.104265	288.42882	130.131825	670.91495	320.7643	470.697	351.178645	306.8204	346.196015	181.052195	140.552105	122.951095	211.66363	204.0457	79.923525	505.9719	212.11187	175.957295	194.88721	169.364405	212.4693	62.8676175	121.93375	147.938545	159.108025	299.001485	85.269095	302.4605	208.591455	96.00884	574.20455	167.75962	246.59184	139.87427	173.44045	206.840185	245.463855	314.2851	664.4496	208.571235	385.87723	351.27871	207.954235	145.713385	96.71175	630.91235	220.17699	194.882655	133.926795	91.309605	223.7124	103.983235	377.24745	163.48498
TLR8	261.6927	335.2246	287.4059	337.546	1982.242	288.8744	602.042	532.7193	262.8523	520.2686	354.4147	691.3446	203.1168	918.296	1477.843	1035.559	37.382	24.02644	132.5249	28.74502	58.60279	308.8339	165.7259	239.1477	322.7546	288.5875	236.7363	341.0981	710.1438	510.6721	331.1186	1031.33	409.2177	509.8939	524.107	445.3734	812.0942	492.3716	287.1366	264.9067	296.7496	343.3978	2032.031	533.3404	286.7257	1235.205	372.6586	538.7545	2742.695	639.4882	353.6342	422.9135	543.7312	927.6793	380.1371	475.3415	601.5264	974.704	1269.268	743.7229	1233.015	764.2767	1079.955	506.2171	349.3119	568.7916	713.5454	511.6963	285.3496	2071.541	623.0654	332.4934	496.6571	307.5175	601.8978	196.2931	333.4232	1207.481	564.9725	594.2072	302.5108	508.3687	705.9301	450.2081	747.979	248.0884	1009.271	575.3375	649.9351	816.3718	1252.619	1256.501	849.4573	2331.018	1960.784	1162.112	380.8407	403.3796	448.4937	1242.486	431.5128	568.0965	433.1647	359.0625	265.6235	393.3996	435.8513	545.8637
TM4SF5	22.92224	86.40862	101.2483	72.33304	42.99005	33.7115	65.99411	40.78783	86.93549	40.40478	41.97379	43.65361	26.48169	74.65663	49.52209	46.36001	7.791966	9.232869	8.030857	7.60908	284.293	75.89699	83.70081	83.30363	99.98241	75.52066	75.55075	82.51072	70.51589	137.9783	65.77122	82.41253	114.4571	78.48093	131.6813	98.31849	62.12506	74.27127	65.69093	74.98804	60.22862	107.8082	43.30648	66.00131	109.1688	141.5089	165.3908	77.75286	58.00835	47.28641	59.58957	101.6423	84.14517	64.19679	93.71894	110.4032	136.6618	147.9042	121.266	50.97704	75.03218	80.84589	113.7732	39.46175	49.58854	33.30185	40.65998	25.15462	46.85214	34.09126	35.66019	18.26231	71.31524	56.98879	34.45454	73.3562	68.65819	75.24693	64.04073	53.27568	68.93735	46.36142	70.61714	37.85225	84.71239	83.5932	49.93005	54.86588	44.57041	53.76849	91.13319	55.66922	37.5234	48.53109	53.66018	63.40512	72.60442	89.28945	99.09064	74.03473	48.99428	51.64735	121.8759	36.55901	51.17522	37.13546	156.8408	27.50941
TMC6	3576.75385	2618.3882	2502.96055	2037.1504	2004.6972	3057.5384	1815.36735	1303.1908	414.904425	1178.32385	2647.09535	560.12165	2116.7868	5692.1897	2212.10815	1571.47335	277.96295	131.188425	425.735495	175.774275	1703.31045	2047.07045	2393.3501	1862.61715	4813.8151	4465.08745	533.366505	2997.17325	2946.2606	2509.939	2430.21415	2749.07945	3439.57685	4680.98625	1060.2908	2694.2201	3054.9803	1104.67445	2884.47185	591.084215	1127.7356	1030.4866	1637.8809	4167.844	2231.03285	1184.27865	575.78255	3044.03055	932.05525	3925.5492	3830.29025	847.14145	3707.2152	2085.6668	2447.69135	2561.7622	992.25375	3914.8653	2462.2183	4742.171	3232.74575	2141.8457	1174.9321	2854.8406	2964.941	3434.83025	2328.42805	2005.9158	1046.41705	2115.6081	2706.6327	3527.31	1223.9926	2519.9509	2146.21185	1063.255	3254.0232	1822.8363	3321.24985	6274.7155	3186.6903	3840.16765	3430.27645	3118.5542	3240.9997	3580.4728	3591.2747	1660.59205	2245.63375	1325.538	932.2126	1823.12495	4379.6047	1639.37695	1275.06125	737.33005	2938.7855	1477.37295	1362.8172	1120.76475	4191.0084	2560.3122	2802.97165	1943.3879	3517.634	4815.12965	4885.2011	2956.6564
TMEM110	48.97769	43.78446	78.81973	59.24009	62.1738	58.54562	51.82808	29.24108	25.10074	52.96875	71.33013	47.27583	34.01263	101.8679	65.14607	40.92971	5.394693	2.339552	10.04578	3.238805	31.48968	49.9698	40.90715	45.0528	104.9555	110.1955	22.10878	68.0377	65.00549	63.66689	59.4808	68.48604	74.78161	123.9519	40.82963	51.1007	77.30909	42.31175	46.21086	16.43434	25.94051	36.7487	70.54153	128.0539	40.55559	49.54075	32.71868	83.75425	56.07219	89.50585	67.59781	35.50238	63.80537	72.53538	68.29424	51.43737	34.39958	104.9587	68.5955	115.2043	91.13993	63.68306	79.42758	51.95708	40.14021	55.35093	48.2412	46.97871	28.99418	69.95824	71.37764	59.89851	65.89098	60.45608	84.70856	36.84525	54.43061	63.97223	63.01375	86.76012	56.07	83.68211	66.22416	49.44881	66.46644	70.53102	74.80507	41.39866	66.23418	60.75546	54.63385	54.06582	80.36449	88.37325	58.51105	28.90544	56.81693	37.69364	27.01075	63.78442	58.07164	52.2879	61.99062	24.31356	87.06883	72.06437	74.01029	50.91548
TMEM156	173.9875	105.3604	110.5115	101.6279	57.76537	137.8404	68.66455	63.81988	10.02918	41.20725	83.92886	19.13177	63.25838	182.2807	170.9729	121.2454	12.59895	2.292535	7.964051	5.73551	17.74221	28.04386	55.17526	38.01677	38.57906	66.01875	17.90688	74.5255	110.8712	94.87615	64.17016	111.1258	102.5432	152.5021	39.14521	142.4632	125.6063	44.00214	81.09305	50.01206	56.6479	58.63416	59.0798	170.8956	114.0346	42.68055	61.54136	163.0793	50.8169	142.8801	91.5128	16.85534	96.48228	108.8974	77.19175	117.106	44.85063	118.6427	78.10132	126.8174	92.89317	81.94302	71.89091	92.51964	105.9925	52.07916	68.04157	94.83681	82.96238	30.54654	101.1097	87.27499	40.11797	79.96693	32.83417	12.62805	65.60122	105.8332	113.4338	309.2763	106.9985	179.1575	125.7169	76.16282	116.6602	165.4953	197.0659	102.9445	66.60685	47.31733	36.75427	61.92282	84.53434	36.54933	57.45376	27.87349	92.76631	60.30526	38.69352	55.79336	62.98773	54.78328	44.65816	41.29483	175.1853	105.0759	176.346	171.5083
TMEM9B	5107.2948	2396.41765	2238.218	2125.1453	5452.38105	2761.5052	2507.77665	2313.8022	1107.49855	5396.287	1728.96504	1768.6692	2586.99365	5361.9704	6271.3483	3920.7791	268.28968	156.521455	411.316435	177.64673	497.80174	1092.1163	2515.54695	2027.32275	2364.8865	2682.92355	2262.22775	2262.29585	2652.65905	2045.5614	3337.0967	3730.97245	2949.83175	5019.0093	1981.94265	2624.15315	4191.69855	1528.04755	1839.87515	1360.2523	1639.693	2726.77965	4036.954	3120.9905	1670.21315	2101.1072	1273.9466	3298.2603	4267.89575	3263.1158	2522.6827	1932.22825	3148.00675	3470.80325	2799.3993	3318.2836	1841.5708	5112.2434	4449.8006	3980.0778	4310.7731	3357.45415	4078.1055	4873.8825	2586.6401	2294.119	2916.65525	2735.1719	2262.78035	3397.3865	3803.0929	2959.25275	3553.5024	2944.541	2019.8764	1972.21915	2307.81875	3622.8054	7094.84245	7084.30135	2098.1779	3771.8509	3063.99655	3169.4743	5168.82495	4279.38755	5484.38495	4060.79355	3169.11225	2133.0976	3024.0321	4907.90575	3319.02815	4124.4552	5156.9066	2689.08415	2704.45455	2034.5994	1710.18655	3924.03125	3478.51245	3071.8196	1967.65405	4927.86195	3648.94305	3100.19135	3900.71865	4468.82195
TMF1	161.8665	113.5863	68.304	57.10962	320.1911	116.2015	121.3811	153.9756	40.47393	144.522	64.49409	76.05639	54.55338	308.0675	268.4259	143.2898	10.80819	4.906073	17.16593	3.635866	6.621552	23.21053	54.42948	47.55541	28.39406	27.54916	28.85049	50.92102	96.52741	87.16545	92.67327	167.66	105.2327	141.3264	132.7624	154.7237	169.7267	123.4638	54.84744	76.36286	65.04375	114.4034	315.2427	163.0447	82.41837	126.12	114.6609	267.77	286.4258	188.7886	139.4954	92.79122	115.582	214.8506	100.8316	119.042	105.2495	302.0473	246.5344	145.1396	197.5076	150.4672	253.4441	175.7001	84.3261	82.69794	106.0341	124.1852	70.12375	296.9891	166.1704	58.78859	99.63886	85.30243	69.66326	31.47641	74.31817	204.26	276.1782	260.4074	79.80652	160.8622	171.9673	112.8903	176.4683	168.7454	219.501	176.5282	95.66205	77.78484	139.2111	164.3648	262.6333	161.2117	230.3402	57.40798	62.91077	101.5368	55.38438	64.69995	39.75751	42.18837	31.22544	54.71959	64.03753	73.32808	102.9767	214.7477
TNFAIP6	322.0202	570.0102	586.1606	1279.074	16734.57	1318.132	769.8305	974.0202	2253.799	2560.496	1133.411	6187.552	973.4098	1442.358	4249.588	3001.378	17.11121	192.8922	162.4223	31.36646	232.6388	1977.704	650.0911	222.6857	539.404	1376.916	364.1116	707.8319	725.9316	1254.028	784.8151	2955.49	1702.351	883.149	1715.028	707.4383	1068.303	2682.745	257.6661	1313.865	650.7029	1841.547	5038.165	1640.852	213.6649	1907.919	1601.692	395.2234	5242.671	1973.131	311.7167	2888.166	756.8045	6865.165	567.8448	595.1474	1966.988	660.8889	3192.204	1500.265	5384.239	696.7967	3713.332	598.254	349.8842	3827.611	3039.119	2135.456	1009.721	4920.38	3272.68	783.1654	3473.979	533.8875	3437.547	323.8485	133.4036	2180.176	782.1302	345.3597	367.3104	215.683	1852.382	732.1328	1632.029	477.6211	1229.093	789.341	1851.694	2305.049	2265.015	1687.311	4639.435	7630.009	3141.644	2534.148	994.9752	1089.46	656.8388	1860.718	182.6016	674.8163	326.6595	243.4045	3337.545	444.0451	278.8956	879.2878
TNFRSF10C	5971.211	9838.658	11728.1	14274.25	19817.86	8908.184	15643.15	10165.66	6753.869	10451.79	13286.24	15182.54	7525.677	23664.62	14102.27	11148.52	955.8465	968.9255	4180.241	957.7062	6849.648	21686.48	6830.193	6602.891	19737.85	11965.22	4279.869	16911.56	22739.99	20401.78	11044.83	35819.03	12224.54	10367.13	13080.95	15936.44	10670.37	12607.09	11096.37	6230.931	11957.91	7291.881	31440.79	16061.41	7405.111	24229.37	9252.216	10281.73	11117.05	14479.16	13446.6	14766.26	20472.97	10049.22	6732.318	11856.26	17350.7	23090.99	32404.09	13902.75	30731.55	21997.94	18531.15	9313.736	12114.75	24333.75	13845.08	10009.44	11946.5	19235.79	15393.71	12713.69	12405.36	12900.06	12703.18	7682.289	8849.577	19192.06	12785.17	16262.85	13291.49	7396.428	23643.34	12134.25	13949.5	12979.56	27529.8	12218.02	19094.08	19846.3	20530	28818.55	32608.16	29990.39	21592.68	13323.75	17591.68	11188.26	10880.58	14978.48	9911.649	16990.17	18203.29	17851.81	9491.338	12714.33	11665.06	12643.27
