GeneSymbol	GSM1008060	GSM1008061	GSM1008062	GSM1008063	GSM1008064	GSM1008065	GSM1008066	GSM1008067	GSM1008068	GSM1008069	GSM1008070	GSM1008071	GSM1008072	GSM1008073	GSM1008074	GSM1008075	GSM1008076	GSM1008077	GSM1008078	GSM1008079	GSM1008080	GSM1008081	GSM1008082	GSM1008083	GSM1008084	GSM1008085	GSM1008086
CYCS	164.63947	184.3663	153.3451	188.48244	169.61795	132.29866	86.3232	183.1645	139.81639	176.04474	153.57441	144.31692	178.54082	134.19433	129.99816	116.49873	149.45537	141.68104	140.73256	176.39019	158.04483	175.28915	197.48407	125.92354	140.65096	130.75742	107.49235
CYP27A1	240.96988	328.7519	199.9497	121.82077	246.22106	158.16276	620.52092	149.04294	192.44646	302.62126	202.57437	465.9612	139.91211	245.9519	326.61686	200.94014	508.30129	451.8748	332.01222	387.89092	394.88009	157.05996	133.66788	237.82671	419.87243	322.53356	353.50338
CYP27B1	108.40229	101.00754	94.45073	81.11176	82.08913	109.11637	79.25235	84.40629	88.73581	82.69917	107.3192	93.53906	71.50452	100.79442	83.91895	97.21392	90.78306	89.0662	92.85901	127.83807	97.04915	72.3057	86.78673	74.27959	90.32815	99.23622	88.69216
CYP2B6	33.65862	37.79045	32.46284	29.06266	27.12362	36.7925	22.95196	30.06942	36.65209	25.32834	33.20001	33.05425	27.84195	36.96008	33.61451	29.82738	35.44329	30.82862	27.54042	45.90183	32.84651	23.96883	38.51466	39.38248	35.1123	46.48727	40.07095
CYP4F3	547.97949	362.35548	363.32401	150.77937	527.86593	356.02618	701.71614	463.58316	289.27791	522.21616	284.43556	494.39381	249.53931	454.76534	514.398	380.86763	253.20203	422.46849	472.71432	481.86709	664.62754	276.05831	243.45954	903.88351	490.58361	530.1916	915.69575
CYSLTR1	547.91284	338.00884	535.45452	1010.28969	480.32364	378.27999	378.76024	911.28786	491.27886	471.90294	370.77811	238.99477	691.45348	390.93309	413.89066	347.03777	182.92893	627.58785	368.62182	310.84411	462.70475	489.74251	468.73902	311.48095	577.62238	828.3706	455.51965
DACH1	305.33349	127.50523	123.11458	362.44758	94.23007	140.47956	145.21798	87.31118	280.0104	124.87623	247.7349	100.80782	210.32974	137.34511	136.26699	116.38858	88.69124	192.44718	193.8226	181.69106	219.32323	90.72003	114.25517	140.41676	198.70327	206.75461	114.29189
DAPK2	389.77755	234.40347	244.6729	447.59868	248.70298	271.09729	389.8983	266.95798	497.84441	254.29131	446.2307	235.2161	293.93322	257.71864	253.83277	224.22488	217.43558	374.27959	213.9029	261.75541	366.99136	161.90396	184.39319	269.24578	392.3487	342.3433	191.96889
DEFA4	211.03445	53.77024	44.29809	90.14706	523.11524	86.28632	112.4016	90.23948	60.53462	53.05907	55.3944	68.90751	84.31335	69.18626	67.55234	54.15336	69.35589	44.22329	245.82634	105.90193	66.17554	95.88928	149.6679	287.88459	58.81685	62.72379	80.58793
DEFB1	15.36142	10.7629	14.39611	13.89899	14.57149	10.99372	16.9795	17.80772	15.44108	20.42131	17.2834	12.31929	12.79028	19.90646	18.42854	10.03684	15.71295	13.66214	12.21741	15.66673	9.09169	17.19567	20.17479	13.84541	13.94435	16.53881	16.57197
DENND3	799.31621	905.45759	748.5085	649.88506	702.7691	651.7517	1298.32663	787.59518	847.2528	966.60901	784.21521	804.47508	643.97147	632.95415	824.84743	685.91046	706.5468	757.92171	857.36973	915.10301	1068.36858	595.82817	557.47978	1010.17005	743.31807	652.56408	1270.07756
DENND5B	90.81715	107.11068	133.14654	127.13595	149.84539	97.3027	101.7843	81.56388	77.38796	114.95606	100.0564	83.08736	90.9008	81.13457	91.10921	88.55134	87.91436	98.05695	167.01743	80.80246	90.15214	226.76847	117.19075	84.82503	109.01245	78.05289	73.03569
DEPDC5	343.20492	306.29363	353.19683	368.08688	266.2642	265.01047	312.38547	204.97466	426.15027	298.22598	443.56753	243.00411	311.99528	220.76803	294.78549	239.83002	231.65995	329.23173	265.73667	271.37124	281.0523	268.42975	285.61347	195.59256	344.625	235.25823	156.72667
DGKA	687.0266	1026.12291	1061.99332	778.5111	986.91193	1019.0045	725.2959	555.54098	942.34375	1054.57386	978.02973	881.60248	672.7742	774.07599	820.55339	924.10612	859.2221	680.03175	841.70758	578.81958	875.63428	1193.12335	906.52759	669.81219	903.1014	621.98487	549.629
DHRS11	234.59272	182.87937	200.17348	169.96079	167.38518	161.88129	174.94076	148.64597	168.12782	179.18295	210.14735	184.6647	162.31071	156.9023	164.08661	164.88431	190.4413	170.03651	194.09225	177.47636	196.63797	179.49216	173.38956	184.29204	148.86457	174.98295	151.87956
DHRS9	168.23724	133.66732	159.11902	164.59018	234.03283	124.1613	370.99913	679.27511	222.83393	409.46592	139.92756	130.89026	158.70076	120.72754	208.85098	180.52557	123.4682	321.10291	174.90059	227.10656	269.88385	150.23363	230.67479	214.16149	192.9996	155.90516	604.60011
DHX58	155.07074	150.24971	167.83237	124.02381	123.99062	159.32947	199.90301	786.84607	146.1403	186.55835	173.62622	144.5366	147.46132	140.62097	142.90885	137.80054	121.45063	113.25922	139.97584	147.40351	160.19879	124.48851	347.29262	144.27703	118.42222	177.0527	143.79087
DPEP2	1238.416	877.00852	956.37752	951.85555	603.25092	747.84647	969.01543	670.56197	1386.11807	999.02586	1156.4467	910.85486	1015.47205	827.59629	681.43166	908.47591	812.99449	1009.68313	785.09627	860.25989	943.26555	640.74878	486.1911	773.99441	1218.89995	976.18498	665.09225
DPP4	113.12028	187.33902	165.51254	154.18715	131.76983	165.80039	173.66658	117.30753	123.71071	194.74081	143.079	115.31047	111.79802	148.82459	146.49797	144.3435	139.1616	125.02176	133.14048	90.52404	151.28173	226.78948	87.50771	151.12714	124.78	95.75459	112.65229
DPYD	608.43596	658.76315	863.92445	790.06341	1149.25493	752.5935	1116.37607	1279.2014	675.01311	989.4965	518.15673	905.11567	870.08987	649.77001	1144.39769	633.47844	555.13714	803.90523	1007.826	763.22447	1070.99048	961.4029	737.45795	1224.29871	793.77636	711.51195	1490.01461
DRAP1	653.33825	570.55344	668.35148	615.73313	413.04677	502.45079	553.09161	1114.37976	483.407	676.53666	589.96725	583.77668	625.76913	496.80647	526.78083	504.0804	422.71863	476.95773	537.2975	630.11245	689.86176	454.70531	909.70944	394.75051	436.1177	571.72845	424.21256
DSC1	43.46473	55.15199	47.67022	30.28698	34.36736	46.07352	37.85265	32.49804	38.64799	34.86983	40.89992	39.22048	38.96002	40.63765	46.57421	43.22655	49.13145	32.09877	53.36727	31.95282	50.46524	36.04106	35.96205	38.2866	42.54114	37.24182	37.6376
DSC2	560.75443	276.10076	360.77983	1153.01713	543.38974	389.10734	387.07258	280.67534	739.6371	478.6644	470.52867	384.74617	688.63599	513.78331	485.62044	426.18952	304.16268	582.14915	976.1752	660.21535	757.47085	366.09492	469.35257	583.18143	970.26254	934.5866	1021.43754
DUSP2	197.38113	204.21943	235.73942	172.71924	141.14826	160.15244	215.84332	209.2166	190.67535	165.38317	177.29582	232.72377	189.38908	158.52742	162.22804	183.39745	198.86804	169.0728	189.95488	229.45558	178.43437	179.05742	189.78571	140.26318	124.96513	129.24592	150.58394
DUSP4	62.70726	58.62307	54.90864	53.95223	55.35223	54.52511	47.56004	50.93334	56.78863	52.29655	50.18846	46.08813	63.86523	60.50727	60.92634	48.46521	61.63629	53.55349	60.26052	58.89783	63.40352	42.34973	51.37412	50.49612	53.99386	59.41944	57.12376
DYSF	781.12805	735.955	598.71189	369.0262	775.3964	580.62427	1306.87169	922.48001	415.51832	1092.10312	390.26022	1101.68353	567.55312	553.01959	952.83816	585.66576	575.55213	425.44084	1391.1309	1277.35108	1803.64701	346.63209	564.96762	1732.74481	805.57148	521.64732	1854.04673
EAF2	383.94833	286.28117	604.41743	944.38337	1138.13759	351.09173	307.60811	534.07331	453.3574	561.29044	245.9468	263.86977	604.86134	241.87901	290.35361	264.60142	187.48396	507.32922	535.34634	196.67167	305.50559	1213.39076	304.03227	426.72471	425.09617	556.86018	535.45531
EBI3	87.17037	97.32049	108.02022	93.94832	99.29094	96.75188	82.69726	83.93451	90.48337	80.67582	93.80126	94.98316	87.03876	109.16487	104.49554	99.48565	97.16726	80.20293	104.76791	95.83873	96.23165	96.87565	96.24176	108.7439	92.64905	124.38621	103.48546
EDN1	26.84499	41.13271	30.96169	38.01048	38.7273	40.58376	25.94972	40.08897	37.3422	35.50681	36.7395	38.1102	31.74255	34.83729	37.79783	33.84742	40.11046	36.42972	31.31635	36.62843	35.11513	44.17251	38.98681	34.32941	35.94488	38.94423	42.27516
EEPD1	451.69986	364.54317	299.73001	351.11993	163.66778	283.95011	425.29178	193.29542	424.53608	349.55313	424.16945	325.28433	280.48316	248.37957	222.35822	267.7642	335.17818	281.96026	272.77557	361.59423	349.21508	197.5109	167.1732	250.6403	374.63789	235.48643	262.66727
EFNA5	122.73684	136.41103	110.92538	163.20667	124.94813	137.36951	141.88397	149.47764	161.0456	124.55902	107.35861	115.51577	148.17189	151.6493	161.9384	132.32956	163.11573	130.93228	129.53964	116.58635	143.03147	111.65465	137.07984	161.90852	164.69286	162.66374	156.33732
EGR2	186.64491	165.47981	140.70024	188.66793	160.45737	172.97287	155.16501	182.25547	181.34043	145.53891	212.95672	177.3802	190.05303	232.26578	205.69505	196.83231	209.50952	189.01874	157.94655	214.82593	176.39206	174.95134	192.19581	184.25555	201.65421	225.9088	179.14556
EIF1	1247.85457	1268.58082	1197.38047	1347.33537	1277.07242	984.57087	1208.8321	1075.0768	1124.83864	1354.46668	1150.33432	1485.00127	1646.9644	1147.78483	1313.18712	1189.22538	1201.63682	1346.07317	1903.99762	1115.48005	1209.8185	1185.46238	1469.5944	1619.78594	1600.65306	1320.66412	1427.31294
ELANE	263.47823	189.38756	186.34438	150.70941	322.12066	191.77454	142.9655	157.11607	178.19501	204.40169	185.71145	189.91187	154.50818	189.65018	178.7382	167.63849	155.06553	164.79029	342.5626	228.50436	206.93822	147.53337	223.33575	295.13173	171.67993	185.55807	197.64626
ELK3	248.66553	346.37757	434.53885	327.98761	360.01965	292.44664	323.47355	286.915	292.82311	317.8577	301.80107	312.02102	330.44457	257.46503	341.04646	293.5425	284.16575	300.38997	514.43947	250.98747	334.8577	385.54482	350.5262	340.18378	346.39546	254.27208	297.61136
ELSPBP1	58.32851	47.86802	55.19668	39.60208	48.83468	55.21762	30.45186	41.24296	40.60167	60.48772	56.46655	56.38456	35.08988	54.39629	55.29656	53.7945	45.88557	49.51561	47.39099	54.33754	57.95469	36.29927	53.15552	56.86743	42.84592	55.73463	35.99424
EMILIN2	573.29087	460.96241	394.14672	573.56334	525.78914	687.43895	464.23897	598.95141	584.56689	556.27459	598.57005	619.97788	644.0603	765.16477	713.4157	672.20919	641.91823	607.9808	533.11077	408.12161	483.74542	573.68077	567.0941	601.64695	724.55358	722.93636	569.2849
EMR1	1946.25503	807.48552	750.05574	1832.47484	317.70573	1161.80107	773.28388	675.53477	2383.42648	777.94569	1905.8537	597.88324	1636.62624	975.39603	1209.00698	730.00162	708.12271	1086.49626	678.18393	1332.14092	1261.86897	466.45168	1106.33952	732.30473	1517.75365	1244.39037	583.55845
EMR2	1650.91818	1434.38103	1087.94826	1363.09546	809.75198	1002.71552	1389.53184	1333.22823	1776.55785	1604.51428	1747.63279	1575.09483	1263.89084	1192.30428	1963.3475	1215.6125	915.00178	1134.75647	1793.2437	2494.86954	2340.54307	673.60257	956.78778	2118.19159	2239.24937	1218.2904	2194.4631
EMR3	1787.80473	1250.71916	1266.36302	1678.73772	569.17779	1354.49441	2088.43683	1261.79123	1853.83201	1535.7836	1850.87038	1570.94168	1349.82525	1608.03726	1721.1535	1386.43424	537.12639	1439.86467	807.63386	1565.67567	1912.07736	760.60017	692.37349	1213.33756	2191.08415	2039.77294	1470.8009
EPB41	963.70921	981.02913	816.44505	869.67793	1618.79136	1312.65301	1661.27777	872.08111	1035.74815	874.0859	852.9433	1012.99513	921.3001	740.30359	1207.48284	1297.38908	1186.12807	1403.77778	1671.06817	940.37378	1247.52775	1195.92176	1031.59659	2347.69878	1473.38658	658.76786	675.46191
EPHA1	145.06624	168.61025	162.29212	129.48587	135.08812	156.92132	125.60822	123.58679	137.11303	148.33238	158.47367	168.73357	118.25593	153.63131	125.98642	158.89223	160.92146	129.32879	144.17592	145.54698	147.4831	140.84708	127.39342	139.02007	134.00686	124.15769	122.74322
EPN2	348.04021	232.41867	227.22336	346.66163	113.72035	229.69581	206.33717	115.98297	392.85993	221.13169	441.11482	150.63688	265.48443	235.86041	205.63289	201.97063	163.77694	267.17053	185.69688	286.19273	256.46199	149.52406	148.37722	116.46521	308.42945	263.60255	128.41336
ERI1	89.44259	103.91649	179.88294	160.25453	157.70505	76.11722	160.63839	163.80925	81.20287	151.51143	78.23638	121.98654	162.49154	76.46791	137.54636	72.3195	55.52973	111.52856	174.97279	97.23909	218.47545	155.54955	111.12478	195.4775	93.32995	123.51576	427.97159
ESPL1	101.43708	97.95314	91.8042	89.54074	84.82045	89.86554	78.02448	85.69963	86.13545	105.23788	105.33316	103.30033	84.19541	97.62253	91.41891	98.78634	93.90941	88.50708	96.72409	114.93364	98.60722	78.49251	95.22276	89.85713	89.63409	97.39513	91.06357
ETS1	855.96686	1388.1696	1409.15358	1333.82017	1400.79633	1632.11159	1306.32503	880.61879	1171.98094	1156.34195	1440.93165	1046.35818	1293.96601	1029.3976	1292.37713	1566.3865	1169.51411	998.31965	1114.30741	875.0134	874.61124	2014.15652	1271.08507	905.25945	1357.05764	828.748	645.76409
ETV3	257.33598	264.016	330.39337	259.93043	223.78223	220.00194	326.05433	276.10004	246.40066	222.25454	205.1679	217.37884	279.19616	170.83149	220.93388	198.1198	219.05788	252.9787	228.61654	192.00353	246.95296	286.5972	162.1082	214.10145	189.83199	150.62451	226.94047
ETV7	62.24854	66.14378	76.39637	75.80682	67.53397	63.4441	148.26151	833.041	78.72162	177.19942	59.75936	67.09211	88.04205	64.05523	231.43344	87.9257	54.77845	90.45659	54.64263	102.29887	84.04154	106.07721	104.45721	111.44824	74.17682	65.51699	698.49776
EVL	731.08585	1083.19038	1219.03278	754.32921	853.07228	880.88342	736.30294	678.19622	857.66095	1054.41873	1225.40244	853.93618	861.74586	694.39615	745.87851	825.11392	842.48375	657.74439	942.13538	705.04972	777.70443	1047.7819	869.79813	444.14039	670.74384	639.55003	391.64526
FAIM3	1778.22662	2630.44235	2922.87254	1381.12769	1658.68515	1606.80202	1477.25838	870.89369	1382.48732	2523.24467	1950.89118	2276.69389	1268.08102	1378.65152	1028.92916	1458.46489	1794.7549	1303.68979	2428.68467	1377.88805	1827.0065	2056.06673	1069.66179	701.77741	1272.58244	1068.95849	617.56733
FAM124B	94.08606	62.33377	53.94968	100.62257	41.66442	56.791	60.39434	58.08372	81.55737	60.78177	96.04287	60.3568	56.59297	52.83393	62.39144	53.53187	53.84596	71.4519	57.45981	70.30436	67.5215	53.8113	59.12643	52.52978	71.58741	68.61403	47.55934
FAM174B	166.44604	177.75277	160.84096	142.27508	144.1226	163.04622	123.09638	126.33216	158.55814	143.17428	177.1792	175.83953	139.30187	169.63418	180.45062	160.0768	139.42288	169.6594	136.90384	189.69588	156.15249	121.1286	147.44034	150.56063	166.63956	202.50472	148.47421
FAM198B	90.61835	75.65051	208.28376	192.78106	208.72607	95.27482	199.41409	403.22902	124.43576	102.86653	81.55679	198.12629	330.14586	121.82647	170.48578	101.95946	104.70133	154.70737	145.66402	81.34019	195.66731	129.08676	143.64372	298.86547	144.78273	185.09096	283.8796
FAM65B	2323.65967	2874.17674	2691.57284	2144.23985	2750.46538	2569.12623	3360.30587	2708.70072	2524.05949	3017.05859	2369.95006	2612.75464	2022.56908	2280.42589	2818.54956	2421.83521	2428.43506	2582.18469	2822.9534	2468.08174	3067.9203	2835.01774	2172.6061	2542.8359	2758.1575	2189.38937	3980.90768
FANCA	127.84888	153.84444	166.37937	124.32852	147.056	116.21458	175.00944	310.03335	158.76199	226.08368	151.99442	129.15444	152.7931	130.93148	180.35375	144.07308	123.60941	141.75935	153.30727	169.89867	164.13348	107.18975	169.11077	155.59844	124.44262	145.85366	241.12624
FARS2	156.13646	229.64228	234.04344	214.45789	221.6113	166.78292	233.78267	153.62535	158.78474	215.11282	176.3117	151.47677	175.03238	87.38699	172.46056	131.76695	194.79726	188.58443	211.82337	123.20561	135.81093	257.8315	102.66981	114.55126	140.85433	81.0456	100.67875
FASLG	100.67673	201.22091	245.36841	166.11184	163.56225	76.84786	188.12035	127.60254	70.20174	166.19095	168.84794	137.8637	179.43753	44.92299	128.6748	45.92369	94.50552	124.20512	192.19227	125.4277	111.52191	180.57109	135.99293	40.86537	85.0563	82.90495	54.90487
FBLN1	130.92236	119.38575	118.4537	102.90849	105.58029	111.57539	98.63442	98.99727	117.8663	106.98867	124.89674	112.05058	112.46392	129.22145	113.23347	115.27535	114.77192	115.60745	123.90477	138.28202	122.37832	92.01697	98.55862	110.07468	104.49817	123.76244	114.04581
FBXL8	175.24974	167.32418	157.73979	164.42367	146.12422	163.78189	124.51677	117.81575	183.04451	157.23714	171.39815	160.08259	148.2084	168.06195	148.52802	165.72163	165.50192	167.50619	146.05975	170.33452	170.93607	110.89513	174.73708	153.52987	166.01337	191.28362	139.54308
FCER1A	41.93932	82.56079	88.09618	41.80413	64.57749	60.87412	70.2659	61.00866	54.45787	65.37072	73.32255	80.03635	58.18793	97.70244	54.96097	67.66064	64.39562	105.46181	47.78359	49.3124	68.28825	107.94863	59.36378	56.85586	45.21699	50.80606	43.57688
FCER2	323.30086	241.45721	416.39753	324.87447	400.50407	260.30097	259.56464	131.79948	254.31774	421.82775	305.99528	297.46181	283.97683	293.82988	246.28286	355.02259	288.33674	338.95837	342.18058	218.2792	304.61591	436.44177	245.58948	195.03731	284.44145	256.9286	189.48138
FCGR1A	566.23614	420.48671	625.33984	686.76548	935.63045	382.37249	1165.43078	891.59655	362.9268	2017.30195	296.55438	838.39657	761.35264	515.79153	1493.81234	445.14828	274.65503	747.51448	1635.42729	1815.42971	1885.70303	534.81902	631.64575	1745.66539	500.29891	788.05383	4852.92132
FCGR2B	1300.47244	1022.52621	1112.25951	1451.03168	952.45337	1120.75499	1058.12319	1839.48704	1654.13369	1226.27622	1167.63306	1015.72973	1534.26761	826.98994	1250.34552	1189.68097	1250.35255	1394.3748	685.387	1355.96751	1192.23086	1224.84551	1498.68916	907.71278	867.43626	1209.42844	1643.10489
FCHO1	268.47967	277.50096	288.06385	200.15669	229.36547	231.41862	277.84213	156.54295	254.92127	292.03346	306.65314	240.98723	260.29741	207.62037	225.14477	275.97897	267.61618	193.48316	276.33153	252.05633	259.89858	204.84812	176.4935	205.11323	301.91655	214.44673	198.22365
FCN1	1651.86196	1525.84753	1874.87948	906.64736	2020.04354	1417.39976	1334.47501	2414.9785	1571.20762	1755.88752	1789.38236	2140.30532	1649.51589	1228.61591	1826.80905	1557.9702	1081.70701	1284.80811	2415.93401	2057.24392	2326.24481	1076.00438	2129.20375	2355.97074	1542.29545	1277.02088	2075.71094
FCRL2	143.64672	162.39653	205.64498	147.08166	370.93515	146.88384	140.36276	72.97173	126.43441	205.40405	182.57956	134.23099	130.86419	104.04034	93.39738	138.67762	142.67252	144.64387	224.32787	144.58722	115.88178	320.91153	117.50063	98.00539	112.53691	95.17968	109.67998
FES	305.32235	192.13949	207.07607	277.90359	173.14675	190.3531	259.11641	191.29802	325.13272	227.17936	298.09727	220.07237	250.7761	193.70736	241.41793	211.4072	194.66827	240.99313	241.1076	287.93872	299.86665	136.92659	184.0338	280.04294	290.5939	291.93827	303.92928
FFAR2	680.02312	595.94208	526.76872	539.80961	542.49102	522.66521	1101.26145	1758.62791	527.82437	970.13136	373.14228	696.28472	707.2297	807.1061	1435.71636	585.1252	430.88653	638.65622	821.92848	865.85854	1434.75692	396.42042	1028.46523	904.66066	978.3927	1142.13971	1995.02595
FGFR3	84.45956	90.8798	82.68685	82.9704	83.62	85.35543	75.47147	90.72399	84.02085	89.59577	92.88183	94.0067	89.21764	96.55291	77.32463	98.42918	91.20882	83.57613	89.62354	106.37514	78.90486	89.12527	95.24959	94.03282	77.30639	82.2133	91.49971
FGR	1906.73906	1733.32696	1759.05536	1420.76596	1596.81378	1390.78055	2572.49172	2096.42166	1659.43296	1973.07117	2021.76307	2299.37679	1768.24381	1667.36766	1759.1685	1624.15571	1551.08152	1570.51943	1982.58555	2186.47909	2051.92087	1116.57312	1734.44309	2410.32019	1835.49762	1800.58676	2625.81522
FKBP11	235.85545	315.01748	299.22983	261.90158	266.22025	216.34004	293.74393	240.11351	233.48604	299.62503	288.76762	283.47638	276.20747	189.4832	234.35695	246.33592	291.43946	227.2509	349.27906	224.20906	264.87308	384.70983	347.60341	230.85705	223.95484	221.36699	258.93688
FLJ13197	45.38738	70.94305	65.68244	69.02155	63.9679	59.40189	51.81082	62.30467	77.30569	51.36836	62.99891	65.70871	50.11875	46.95843	49.51294	55.53247	52.65371	53.3542	57.63604	56.39672	51.06275	86.80414	53.2184	42.62618	57.50732	45.60324	57.06374
FLT3LG	1022.89148	1187.70391	1321.35897	831.49754	643.15783	698.4992	622.3171	633.11777	757.80537	1227.32145	1069.69837	1045.03428	769.57902	846.36971	732.319	848.32771	826.48903	612.73779	826.71807	699.41716	911.48346	751.7649	807.48959	596.34329	718.04954	751.30436	541.85548
FLT4	78.91293	85.83859	85.18615	82.35897	83.77469	85.25475	78.0784	85.55547	87.59518	93.10577	91.01677	90.71668	68.04526	89.58667	85.77681	90.08263	88.45935	85.73544	79.21788	89.39424	80.77254	74.34628	76.40371	82.07734	84.38797	80.65084	85.83382
FLVCR2	93.41776	121.60428	146.0025	95.68802	129.17795	84.37138	103.92188	166.58126	103.43996	220.71744	115.3981	153.44449	119.31588	86.48111	185.7724	97.47837	98.39224	89.82287	170.91305	198.22865	225.07068	84.45505	159.48832	237.15298	118.29864	99.34849	449.00676
FMO5	54.58401	57.93878	78.41951	71.34677	77.635	50.98993	82.65012	69.90951	75.09284	54.87558	59.19137	59.9807	76.23326	54.4732	57.70502	72.7845	69.97662	76.43097	57.80918	47.66697	52.61728	89.01259	45.69632	67.39923	58.49391	60.97713	63.17727
FOSB	132.00623	142.00247	124.73865	106.12735	75.64055	141.05447	112.24171	102.93352	129.92847	111.59917	120.77927	117.79864	121.24113	123.7855	115.59665	128.44831	125.46286	115.93052	113.61947	133.85506	125.96876	85.50365	122.04762	111.33709	118.19568	118.0135	113.76667
FOXP3	149.07115	152.59641	151.9783	117.12061	99.97109	156.20682	124.00189	109.278	139.42134	165.85622	177.05564	180.60676	117.40713	142.07203	131.20064	137.65978	131.80695	124.60156	135.22928	135.10997	138.35849	128.82113	133.56579	104.17145	127.32788	142.38316	114.51339
FPGS	271.47403	275.65475	306.90995	209.71387	216.67905	207.48248	226.33974	170.5684	229.33802	266.23883	334.81331	240.63089	246.06881	197.05544	215.21825	226.04026	258.99029	203.36315	285.70955	215.82111	224.53791	225.59674	238.16212	161.08174	207.39977	183.62413	131.5688
FPR1	2610.60122	2477.45603	2572.60906	1373.26891	2441.14102	1376.15489	2645.43291	3215.35667	1830.90964	3077.47213	1124.58528	3046.92397	1984.61274	2318.35128	2751.75083	1825.53562	1811.67655	2263.0462	2836.00001	2662.40261	3498.63174	1803.28535	2103.23572	3455.04628	2330.14026	3354.57857	4280.37317
FPR2	693.44132	1012.78674	932.31255	417.75528	813.48987	444.62343	1045.3494	1470.74938	681.98631	1339.19323	384.75757	1279.20841	830.75535	811.23386	1609.06476	808.8692	659.48915	837.77445	1031.11465	1354.41179	1572.69314	689.84823	771.64829	1444.17857	1162.58634	1508.99325	2615.02948
FPR3	56.95894	78.97566	92.98616	49.63621	52.37853	36.31506	97.1882	150.08609	54.7451	65.31353	51.21553	82.4509	47.30136	54.08957	70.11696	38.83639	38.25978	61.41693	56.75625	77.71441	89.78486	67.48797	40.23528	84.51876	42.26751	71.95176	31.26174
FRAT1	691.65573	526.99722	597.00853	477.2741	434.76222	314.13255	505.19354	539.33305	442.54341	642.97531	378.38071	574.20325	542.06967	431.12377	456.8044	353.03037	315.74457	476.49759	613.99347	459.40322	684.60543	339.00011	284.52429	529.43902	465.67894	582.49694	743.46943
FRK	21.9267	28.61072	18.71114	21.09934	20.82193	21.2576	16.86832	30.67817	18.8632	22.57663	24.75808	28.2864	21.55213	30.84642	23.21145	29.43722	25.11505	26.78322	22.53427	29.9699	23.17649	28.36578	23.7243	25.9219	26.27817	27.18129	27.74684
FRMD4A	154.02332	132.86318	86.52032	79.75152	133.21141	118.72869	89.75072	83.75325	100.40633	104.93944	101.9929	101.83351	91.12716	103.79201	126.27198	119.87238	99.40509	110.07171	182.38468	114.96864	147.57863	93.85929	169.5188	157.99384	145.92306	97.79264	102.33957
FRMD8	239.91263	235.88027	214.73295	142.95952	148.76469	143.43529	178.85409	123.68638	238.96668	232.58384	243.77003	209.97265	196.47177	180.28295	184.00663	207.03525	207.4827	195.92221	206.45085	230.76834	206.86073	133.38373	190.37409	154.12128	196.01561	172.45105	157.22452
FST	43.76676	53.66745	50.75902	45.56866	59.97084	55.02091	45.29472	42.04503	32.10472	60.18579	57.55456	53.64327	50.45262	34.61694	42.1096	47.05336	55.59046	47.66865	53.50149	63.26265	52.0617	55.20475	45.59798	46.04054	43.77891	34.49733	54.24995
FUT3	86.08817	62.91805	53.33457	53.31165	51.10603	78.70207	52.31293	49.12172	51.80023	61.82388	64.1733	60.2585	62.49131	61.58424	67.88665	61.31626	71.27026	51.09561	51.3055	69.12542	66.76083	42.40696	81.85696	49.19344	48.11256	76.56169	56.18583
FXYD6	192.53987	205.54043	269.78607	96.89787	170.17505	125.16796	154.90914	276.72396	168.34563	181.02689	249.26982	285.5396	150.42851	139.34261	151.70843	150.92063	162.35252	126.73157	241.53587	241.6034	254.2631	71.96818	183.81664	204.30216	145.39965	157.34522	156.13359
FZD2	96.74126	103.16941	126.70303	92.58999	106.03884	76.72393	74.99372	98.63883	110.795	114.01161	111.00768	122.057	112.45196	111.75672	113.38186	102.86146	86.5709	91.84587	90.55717	109.36544	117.39295	57.60615	94.62197	113.39588	102.65408	91.84099	104.72099
FZD3	23.12563	38.95477	42.69223	36.01421	36.26359	38.73452	35.58754	41.58437	27.87677	35.75969	36.88603	32.50184	37.54532	33.76098	27.33747	33.28052	37.697	36.93493	34.10229	32.53397	33.04133	43.68216	30.46229	33.96494	31.57843	27.93749	29.25077
GADD45A	290.69266	192.32753	187.71222	430.62575	267.25355	208.60497	311.26439	229.01958	360.08053	176.18963	334.84201	178.65011	278.56877	213.42024	222.13673	238.00143	184.7593	273.1846	298.77826	284.40606	227.90244	232.23209	240.70531	286.61512	306.06352	271.50246	203.1164
GAL3ST4	118.52653	155.64992	169.88875	98.3536	87.03371	138.67481	105.51466	100.10109	136.42535	129.91551	140.14877	137.43543	89.11568	136.48205	113.37949	157.62402	135.52062	91.53628	111.34948	122.99293	102.50034	118.15087	111.5786	114.12054	128.82038	107.65692	107.60846
GALR1	49.43154	44.60318	29.77532	33.87867	39.50499	52.51479	39.7807	44.5763	46.84194	39.30009	45.04993	35.63408	43.64582	49.82959	47.81626	42.48209	34.14492	39.16303	30.99826	48.51961	38.55775	32.74703	45.67293	42.27016	39.43387	57.23611	41.45969
GAS7	244.84102	309.70356	354.58962	266.45033	309.25246	216.16041	330.846	191.03702	303.42465	326.33714	387.60023	395.50225	341.22346	207.55342	332.63052	274.89296	215.77066	239.53105	600.77069	413.36123	469.67551	216.2135	246.86708	499.3335	342.93282	230.08294	684.20368
