GeneSymbol	GSM1008060	GSM1008061	GSM1008062	GSM1008063	GSM1008064	GSM1008065	GSM1008066	GSM1008067	GSM1008068	GSM1008069	GSM1008070	GSM1008071	GSM1008072	GSM1008073	GSM1008074	GSM1008075	GSM1008076	GSM1008077	GSM1008078	GSM1008079	GSM1008080	GSM1008081	GSM1008082	GSM1008083	GSM1008084	GSM1008085	GSM1008086
CCL2	114.10333	120.84378	144.78638	111.37508	109.07641	118.97734	124.49949	1896.03807	98.25109	95.83175	119.83202	120.48387	113.43782	123.11338	114.7714	118.5841	93.87026	121.57459	94.62305	129.58098	107.06728	66.98852	236.90304	83.91757	110.19804	138.46003	107.14676
CCL20	31.19639	36.02652	32.25043	22.83855	34.23653	16.27128	23.52089	24.9345	29.48709	26.48678	39.47073	29.75247	18.09338	27.2493	25.78971	22.45645	24.38065	21.72052	29.03808	31.23677	31.1739	24.02988	23.01948	19.46706	19.48676	19.53257	17.51748
CCL22	86.60962	88.43672	68.48715	65.88657	65.84367	68.4027	70.96635	71.8013	74.13641	80.82016	93.05388	92.77959	55.95722	80.61602	80.95455	88.13194	75.67551	68.87064	87.94098	106.19029	89.69445	53.27258	56.23164	71.53821	63.69141	78.0156	67.42521
CCL23	183.97599	42.64986	29.33307	217.36021	21.97219	96.0737	47.99615	34.49224	157.49121	58.6704	181.67858	32.22644	161.57638	51.74675	44.26452	78.30363	32.14364	96.03164	26.90346	122.84082	55.37408	38.23616	42.82125	37.0014	158.56153	185.03675	19.36882
CCL4	2.72859	30.07923	70.60309	35.40826	37.67501	12.55563	40.75615	19.46506	16.71827	32.66183	50.57253	25.19214	45.23306	8.67153	21.90721	19.20934	28.57355	23.52768	39.74448	38.92682	22.25043	43.58666	29.96854	14.05792	17.42059	28.06936	13.60464
CCL5	3244.86806	3667.04378	4044.7771	4329.32628	3707.27287	2687.05224	4380.59381	2416.98529	3105.44595	3580.8039	4212.46707	3663.04069	5448.2893	2418.59355	3824.98132	3332.68204	3812.82754	3871.76258	4155.87475	2727.86678	3070.58821	3160.74573	4200.62004	3210.23066	3605.83048	3639.83306	2326.44053
CCL7	32.4778	32.15922	36.24541	27.30225	20.92548	31.75702	21.31406	32.0832	29.82466	39.05495	38.45971	36.19032	31.81302	27.0095	40.92467	34.05236	24.13046	27.34224	36.40594	41.98503	32.42728	19.63038	32.07316	29.66564	54.8044	27.80574	28.41389
CCL8	20.74014	22.10865	16.06578	14.89765	8.39524	18.05392	9.19424	172.71732	17.64448	17.71743	19.25244	17.10545	20.23752	12.66572	16.53986	24.44765	16.42519	24.39152	24.79157	25.40287	21.0793	14.52257	20.01791	13.14948	19.52027	13.37916	20.66454
CCND2	537.93493	787.61188	838.93857	741.08473	672.60962	681.62677	757.5997	506.472	660.69851	675.20901	973.70727	596.18986	616.48691	522.21239	736.29906	720.47038	574.1404	531.74136	702.58222	641.88635	593.14384	890.02279	747.32074	474.09195	762.21526	468.99016	425.89341
CCR10	59.22825	104.15849	132.1054	101.98708	24.40024	52.1331	69.0076	55.16177	103.43581	69.1352	98.13169	121.67427	68.05707	45.81814	49.76038	59.84019	77.14932	35.15059	68.38706	66.4521	83.07889	91.26087	131.76289	95.30558	69.63176	88.45381	68.61562
CCR2	194.83232	248.36219	364.11723	236.19688	268.81014	193.45592	224.7564	347.60914	192.23193	315.86649	213.55903	255.39266	281.82306	131.84736	302.68852	226.24942	212.98142	307.55538	329.9471	244.89927	343.604	292.76202	205.55395	423.87548	236.83391	215.86526	547.02684
CCR3	840.36146	566.13037	476.71227	1067.31043	80.98429	655.20446	1053.05913	426.61779	1120.89858	527.84127	773.91395	438.3029	610.38878	453.98924	514.86634	489.53852	464.67516	993.82242	207.53675	606.75048	681.98205	262.8462	361.61724	220.08702	918.68992	811.12732	131.74432
CCR6	134.3817	167.53234	205.07939	216.65944	262.07014	137.35138	135.21901	122.79995	110.0995	167.34712	143.59267	117.41672	146.01251	135.13717	146.86154	158.59308	143.64038	152.66578	218.88695	112.00092	117.39254	329.17918	145.28694	90.01189	130.68142	118.89638	99.98226
CCR7	1715.07584	2684.5218	3378.11653	2074.90179	2655.86764	2485.73081	1449.4053	1557.77186	2062.30521	2188.48574	1668.45475	2397.69664	1976.31241	3029.10435	2094.8382	2501.50082	2417.22959	1775.87646	2246.17912	665.17104	1798.96519	3571.68622	2639.74475	1670.87778	2148.61937	2099.8513	1565.31757
CD14	1180.75671	1615.39072	1692.2704	805.66526	1639.44219	1427.57577	2434.57113	1879.54245	2059.29582	1769.01965	1367.19393	1715.93915	1345.18068	1292.10068	1805.57727	1929.96738	1428.50282	1276.99144	2476.80092	1499.03732	2811.71859	948.14391	1122.90735	4011.56655	2063.26851	2636.94282	3445.94294
CD160	77.48704	121.41188	160.76472	235.49892	143.84637	63.72769	215.49829	182.096	77.48911	87.56079	140.67677	75.56499	278.35551	58.6373	68.4427	86.44438	111.87113	161.55824	129.1286	88.72884	65.70338	309.44041	125.44853	48.28287	74.25153	118.56384	54.73696
CD163	34.14005	40.2481	45.24506	41.53423	52.4624	50.11738	47.22938	103.50904	55.55967	42.64557	57.18498	47.51373	56.06865	41.58501	63.05792	61.05558	48.98735	51.7922	66.8606	52.45373	64.09534	46.04032	39.72268	106.65424	46.60387	54.60665	77.03258
CD180	641.04617	622.14323	832.61696	960.80885	1013.59604	517.39075	650.39388	402.51055	514.99638	735.04043	568.61752	478.88593	702.97569	527.73661	496.81348	532.20227	629.0584	724.88059	891.97923	377.29394	557.33589	1105.44359	463.32505	417.81621	554.24799	489.3755	421.59411
CD19	196.43064	203.03439	298.47653	225.40919	321.5706	157.4995	139.90413	90.84933	147.88564	258.8013	226.9867	194.1274	198.74405	150.98213	141.5418	177.43862	170.46272	179.61018	336.09116	160.60007	155.52154	341.79429	160.63599	125.14544	152.85325	142.13579	105.30488
CD1A	54.51976	73.60286	65.13745	64.15039	59.81991	41.91575	54.1695	51.70292	43.40507	68.98239	62.90414	66.35922	44.19579	56.09268	50.21726	58.38284	45.0533	57.38468	63.58823	73.37287	54.93661	59.64295	45.32728	50.83299	46.66766	57.46538	61.14362
CD1B	7.18656	12.92232	8.40921	11.59006	8.46978	6.84251	2.83481	17.55618	7.01751	4.53772	5.51901	10.87374	4.80972	4.17409	16.04706	3.34923	13.10442	10.24774	13.30969	11.40697	8.41506	10.75837	12.02603	10.09536	8.42077	4.53924	11.9671
CD1C	117.89121	164.66738	216.56185	258.24475	210.85968	128.41048	137.39227	113.93752	144.1483	107.10967	138.72777	114.25102	217.79656	107.71405	104.63105	118.34741	123.89558	156.55243	139.10302	110.94821	107.80423	264.79448	75.90862	78.36476	110.65134	106.01713	51.68619
CD1D	413.94645	532.43882	662.61355	396.82628	473.21689	380.65723	459.68118	565.44563	399.20762	471.21414	474.53683	611.71838	500.25839	277.54469	351.34816	372.33399	381.0193	377.52173	549.40081	458.84309	620.62559	404.54497	484.77917	577.14231	263.06408	276.21977	54.86078
CD1E	37.04823	59.6169	78.22307	56.2461	55.16392	29.60945	47.47469	44.00183	56.44843	68.38997	57.29122	53.55375	73.48796	36.44979	31.97202	49.15961	47.31953	56.41679	43.97145	45.68531	60.81494	52.55903	42.1798	22.62983	42.50392	47.98339	20.94081
CD2	620.89863	1019.19252	1210.27594	1223.42208	907.98568	718.84853	947.86832	625.929	730.52706	801.58901	749.28155	720.75452	1043.37934	647.66606	669.69614	654.08409	796.70431	788.21547	659.5469	488.15379	692.82443	1200.11212	625.42101	389.48051	488.66494	600.93509	371.42616
CD207	92.57904	84.99621	75.85386	67.87947	64.9242	74.25737	68.04907	74.52483	74.86874	88.83337	89.81651	106.47273	59.36215	83.51943	83.30182	82.71887	77.12936	72.9082	78.95476	102.06904	73.58866	61.65215	83.71654	77.46079	69.17623	70.16285	72.05346
CD209	59.34738	53.92214	73.99407	57.78187	65.59254	44.11048	71.39182	80.22043	73.34294	75.08833	69.61745	59.32062	64.05343	58.68225	71.47452	63.58379	54.22538	54.20474	66.21346	67.54879	77.0679	41.05853	58.14245	82.08199	60.83782	59.4877	67.00702
CD22	493.46311	546.54125	814.107685	473.66959	683.97395	343.75221	324.77451	162.725175	330.43306	711.575985	544.580115	491.752325	430.491055	391.751955	307.59316	414.280925	431.812775	439.58035	869.078325	352.68147	456.122985	626.17957	366.637325	247.21078	370.96302	320.145995	233.71256
CD244	248.66722	197.37207	242.59667	432.18993	210.49965	186.63653	343.0856	221.84442	334.20507	174.43447	356.25352	171.05623	347.52053	136.76218	179.29468	167.05894	222.83489	307.89246	159.29697	245.82088	179.63182	253.43704	192.82747	133.04904	241.17583	224.05773	106.39835
CD247	707.77081	1144.20538	1291.03063	942.63225	830.11816	720.91277	1212.89855	739.15187	785.45479	802.38371	1224.36469	876.24707	1003.64279	531.84345	685.0715	784.18795	1001.39964	785.86293	781.67056	632.77192	689.76803	1143.14675	862.45333	382.10314	623.47654	644.05645	354.37331
CD27	1372.92847	1825.32505	1978.38593	1456.83413	1402.31279	1232.71939	1054.19948	900.4636	1228.71209	1507.13651	1089.05923	1473.85232	1322.1274	1628.16768	1219.42165	1467.83207	1400.34517	1124.60482	1478.59453	657.86993	1214.61391	2098.59121	1570.51506	888.25682	1351.9616	1276.04162	768.94924
CD28	393.38016	517.2485	563.50758	522.0128	450.8774	484.5114	405.20347	362.42141	400.67623	484.10454	418.52767	368.86478	385.48191	412.39841	341.59468	374.41113	451.21749	351.18378	352.17414	251.66589	358.63966	672.44167	335.22474	251.02436	352.11357	314.39911	208.29352
CD300A	958.87049	788.99038	867.31423	700.60402	658.6421	499.13609	1107.10165	1243.29945	774.64652	1205.26596	923.86221	991.55125	857.52205	671.53255	874.82132	831.51205	705.03946	727.71663	897.20914	1048.80471	1002.15486	572.8996	975.25988	1139.91008	875.33689	1005.8722	2165.93773
CD33	360.52702	330.0146	503.25694	269.79862	342.52728	246.46214	314.55056	428.04931	355.13394	340.22581	349.33442	402.1651	421.26141	268.73322	405.97956	345.30666	274.12661	358.35303	309.74396	296.33927	403.79811	224.99786	405.44597	473.49781	345.94189	360.08416	415.80201
CD37	3431.11713	3498.25334	4215.51689	3392.0728	3641.81724	2886.00299	2978.35556	3355.7164	3419.10344	4461.4342	3504.23207	3584.75634	3580.19466	3293.28042	3191.41001	3628.56428	2873.39269	3240.81055	3950.87747	2868.85918	3585.13729	3509.15849	3539.2967	3396.77901	3649.09189	3391.98665	4045.43698
CD38	307.90692	661.02895	603.54866	554.72722	759.89041	401.31491	593.80382	898.20475	415.48456	693.47426	443.31443	534.46217	513.77972	383.9969	388.89168	466.35735	481.6644	433.56115	810.69881	382.56243	461.4241	1265.94199	1025.1028	454.46651	347.78968	313.7081	375.11436
CD3D	609.09926	713.5391	909.50758	1223.48339	713.26168	693.98088	541.67533	612.45537	561.2318	603.07106	493.92179	522.29997	1114.2271	671.64804	644.64346	598.98596	597.24069	629.8032	460.81795	350.00935	516.43163	1403.89061	687.47386	415.27534	620.40493	557.32323	332.82797
CD3E	1274.93049	2032.91712	2417.88359	1478.46831	1360.25746	1373.70172	1472.73308	872.45872	1330.32793	1607.4068	1815.39433	1650.9713	1665.31318	1407.7179	1355.15316	1259.03858	1410.33996	1222.37236	1491.99555	888.34863	1421.43682	1610.80864	1305.88327	798.44064	1248.17711	1140.2206	756.19112
CD3G	918.97505	1301.47024	1920.50445	2065.58544	1806.29819	1202.80293	1410.1748	1096.24461	1120.86824	1181.57774	626.08335	1192.91772	1862.91429	1523.27252	1640.66941	1073.34133	1153.32505	1439.95312	952.77563	468.58058	946.37703	2332.25105	1569.49613	677.06961	1117.26367	1204.44305	780.88668
CD4	435.78332	706.70492	806.38943	398.89364	541.2128	581.44059	702.06741	599.03084	648.1985	669.82922	688.75823	669.36295	600.0591	541.35314	632.94894	689.45614	674.22521	451.66706	627.62152	446.48831	704.41177	641.90378	620.9288	509.355	772.37976	396.86285	390.83925
CD40	119.74048	120.23886	163.86529	100.56252	158.63095	105.25947	97.35674	96.05885	100.81753	167.35353	132.15267	103.49178	123.93734	96.14335	107.712	115.74935	102.3779	122.80051	148.65181	113.72916	114.7812	143.85168	129.05671	106.57505	96.78127	98.5652	107.81351
CD40LG	110.9088	152.73989	229.92023	194.00026	154.99205	140.28435	132.53792	102.62278	138.34187	167.34952	110.4517	119.92081	166.80382	162.78439	138.4236	134.89224	124.1038	136.14659	148.80368	61.74402	157.32715	217.31473	132.53935	89.18421	130.85936	124.0823	94.76287
CD5	754.35847	1378.24033	1430.97895	701.33838	825.48002	1013.75421	893.70472	550.5296	908.57074	1253.93938	1039.29432	985.75293	831.3203	800.3454	825.59878	1059.20539	930.44401	566.64928	1143.1564	517.76408	918.78051	1165.24628	982.45263	568.10586	933.25976	624.9508	447.35314
CD6	637.22409	1093.32735	1184.51303	621.63786	581.55457	661.15021	727.72594	438.42072	671.30711	1037.16028	810.38541	797.89796	695.547	621.54088	651.16584	705.88737	752.25149	531.21497	712.70962	476.47798	742.34903	809.3859	698.67328	409.94242	604.75585	491.82289	332.53757
CD68	1704.04153	1884.86938	2298.25672	1086.38659	1677.19311	1517.07629	1575.76827	2870.31168	1701.80394	1903.91592	2010.40354	2340.84378	1886.30385	1397.56317	2125.47349	1870.318	1523.71766	1523.22013	2554.21924	1982.56703	2073.12326	1084.99621	2369.33894	2694.6556	1853.18093	1585.30274	1998.20671
CD69	67.26955	61.0929	109.35753	251.12843	125.47845	79.04025	68.32696	218.59899	71.10714	74.30288	52.67017	46.38301	252.85268	79.49786	80.35465	56.77304	52.66956	80.84324	74.87917	46.57332	49.73183	285.94897	84.86266	97.19743	68.30723	120.27375	72.16506
CD7	995.94332	1391.54575	1599.95272	988.59772	958.0864	923.02171	858.60582	732.28093	946.85002	1074.00772	1068.75613	1343.27357	998.30727	1114.89889	838.4986	994.26257	935.75268	749.21468	1303.30028	800.73342	981.73249	1064.89278	1247.79415	633.62837	960.33991	956.97286	612.48496
CD70	268.81245	264.73628	238.89367	211.84045	194.95232	234.78984	205.18696	211.9553	207.38225	235.04704	294.57313	276.21973	200.28658	250.80072	230.74123	230.72368	286.18323	260.18142	255.24123	343.87552	250.43849	244.47046	239.21883	186.4664	185.79869	240.94617	213.56227
CD72	418.80702	402.7904	690.28177	490.35187	784.28931	277.47497	300.59168	216.6525	279.92237	712.26504	462.17304	376.08796	522.27985	299.64784	284.65386	407.13874	319.04137	499.06929	741.21315	316.55218	347.02043	741.20767	371.51803	260.62788	362.04189	328.79385	248.27931
CD79A	1901.58798	2282.4771	3133.62967	1986.01151	2500.46676	1416.02501	1299.93298	826.45048	1421.88217	2652.16182	1917.03564	1981.22649	1733.84828	1618.45531	1131.36895	1586.1942	1604.92974	1647.71177	3055.79989	1213.28609	1559.93669	2455.4176	1475.17523	902.34871	1414.52159	1384.33974	757.81313
CD79B	623.33755	590.56762	1006.98865	752.12885	1083.46036	451.26109	411.27983	313.24022	520.87257	853.92045	577.21284	521.36914	742.91824	592.78866	409.47544	550.90395	525.72718	693.15451	948.28157	314.98686	448.45463	1021.83366	539.77201	282.5016	528.94624	525.85444	322.9044
CD80	57.4611	62.69567	72.95575	84.73995	77.9492	61.25399	59.66854	67.55511	50.33095	48.83024	48.38236	57.08237	64.07116	50.57725	51.36054	50.39216	60.17364	48.20033	68.53285	51.87397	55.98597	78.73749	54.71575	57.84875	41.64145	52.18861	43.65481
CD86	120.77588	183.12035	312.22033	180.4615	216.86162	150.85914	194.88261	461.43766	120.1352	158.25638	107.53549	175.65342	223.94983	98.65844	145.37638	106.61264	120.42598	177.39868	180.88554	152.51244	204.0998	209.94632	139.10141	256.65922	156.51586	140.30715	221.17449
CD8A	961.58278	1550.13302	1979.04985	1568.30549	1155.5469	1168.341	1616.71641	828.78105	1111.7885	1215.80017	1214.58431	1132.82621	1910.52054	916.21913	1231.80962	940.77035	1562.46868	1047.54255	975.08659	843.17535	895.76903	1585.79739	881.34755	588.01322	703.94167	734.31445	467.92153
CD8B	168.54255	299.60843	386.43757	240.38579	198.8731	191.15742	275.4884	130.98294	154.73489	167.08779	149.53655	217.69195	255.27758	162.13217	155.06303	98.23888	236.05145	162.34135	132.85875	83.75843	137.40223	333.0028	70.20076	97.78203	151.62261	152.39418	55.51988
CD96	582.41777	1135.45373	1290.20307	972.33643	1112.88881	1009.50578	1081.28439	789.94827	903.39357	944.23764	632.35223	838.31906	918.30959	746.85691	755.90328	678.43343	835.32368	780.212	962.70265	344.33137	800.39114	1468.96964	713.97103	551.04392	710.80301	618.18201	478.64965
CDA	2877.64023	2075.30127	1832.41954	1131.01116	2126.8776	1090.18694	2735.69718	2366.15571	1606.47144	2965.73099	1079.01128	2346.50795	1382.50814	1980.56554	1334.55727	1157.09557	1426.85002	1794.6267	2395.67694	1333.29944	3548.95292	712.53928	1414.26825	2342.25073	1865.91611	1822.6023	2240.63401
CDC14B	48.21898	44.60534	40.11369	46.17796	54.5073	45.3007	55.17491	29.23356	46.66883	46.13304	47.56281	40.5335	51.20672	34.41238	49.9065	43.34959	36.65572	43.26191	73.73561	42.3922	42.5065	34.85582	43.73101	57.59973	61.63852	45.75929	51.32467
CDC25A	57.16116	55.6159	64.43972	51.44204	54.66631	48.83562	51.35581	52.07442	46.57733	73.76988	60.83543	80.30164	55.51833	57.46611	55.51309	57.58816	54.91824	44.28253	63.66054	71.68879	61.45851	56.24912	59.08703	54.66855	58.49902	49.62105	61.36315
CDC42EP4	169.17719	143.78039	135.57058	114.98154	112.70993	118.93539	125.3498	146.695	135.18166	146.70196	145.23627	146.59224	98.91367	133.35026	156.70034	131.2536	103.49671	142.55115	142.19756	157.30942	151.09761	88.03144	148.5778	161.78294	140.60639	139.16002	143.26171
CDH12	22.27985	21.89515	23.61152	23.57918	17.69967	18.54469	17.12525	27.01767	22.25631	23.56413	23.13244	20.97381	20.28418	21.81209	27.03904	26.32812	22.78736	19.81172	21.173	22.6251	20.23203	25.50985	19.56964	20.96854	23.41344	22.68837	24.73504
CDHR1	67.69902	63.17327	66.0935	48.80406	54.09	66.59781	49.48874	52.07326	55.18782	63.14178	70.30811	57.48141	58.09154	54.2446	57.27443	65.49927	57.8494	59.02521	67.18928	70.5527	64.74362	56.69402	55.71756	57.91292	55.78999	60.19951	65.91748
CDK2AP2	619.15358	594.61871	662.66732	496.49148	335.43981	346.42795	414.33177	343.46459	482.9611	621.19727	583.17128	500.63228	592.67641	434.36026	434.0547	461.75394	506.21396	397.54123	595.75355	484.50609	502.85024	428.98015	542.80616	358.58004	414.70047	485.29217	368.57432
CDK6	199.52037	226.3013	242.60476	304.98194	208.65643	163.95241	232.42349	184.64459	196.58438	193.33834	155.7812	155.68002	244.61417	166.16375	193.11292	173.23478	163.66958	208.61191	210.13807	133.13619	156.21946	302.38515	180.62191	188.51943	178.82351	165.97147	158.51438
CDKN1C	413.99301	395.36445	356.72558	414.27777	360.47376	493.1807	376.69199	420.68286	441.22342	373.76161	467.56338	388.25889	453.87263	546.39873	509.20886	466.03945	441.83923	477.91506	357.27331	479.69262	402.06532	356.25507	483.7489	431.13729	432.25278	457.40582	456.60423
CDR2L	128.87773	130.14912	112.62	108.77707	98.29565	132.49411	112.82713	117.19427	120.1028	113.21879	131.14484	126.82027	102.48914	148.11326	141.28353	151.92741	125.69036	135.61339	137.28058	136.72528	117.44738	94.07416	148.28261	143.72478	137.42382	150.64106	134.07505
CEACAM1	396.35273	768.12642	442.56827	323.15009	488.94187	297.9731	676.35717	1174.35388	382.26064	889.52693	622.07265	450.35952	311.44084	335.48548	630.88331	265.501	178.1871	310.89778	1127.0345	644.16035	1186.72189	264.03583	675.0513	988.26576	307.01751	435.54245	1905.80516
CEACAM3	1536.2738	1552.95666	1383.69746	765.78558	1095.05671	820.18543	1671.72092	1893.94048	956.25199	2179.39715	737.07351	2248.5734	1018.14866	1388.42764	1758.83874	958.68927	1143.26758	1119.8455	1506.94929	1529.38147	2367.42571	867.81311	1309.10462	2061.08648	1331.6512	1587.63909	3228.94318
CEACAM8	102.9582	30.67137	32.05909	35.36595	270.41294	62.71798	76.58316	66.35955	30.7473	51.80351	47.23552	60.3375	12.24103	25.96202	37.15556	38.62183	27.97885	27.32987	155.85685	63.51672	75.98232	50.40431	38.07309	269.00548	43.82203	40.39835	66.64306
CECR1	337.7674	537.37173	680.29583	351.62333	610.99023	488.66399	549.69349	773.70493	611.73465	637.89987	515.06794	625.08825	517.71284	415.5709	592.54035	536.56803	468.31779	425.14735	592.51394	525.31064	636.0447	491.01351	690.18678	681.66131	520.57296	318.80901	438.47769
CEMP1	46.04073	32.18309	48.53899	24.69123	52.99362	45.89548	31.90467	32.42486	36.77642	50.05618	37.56613	59.24025	29.27524	53.50346	60.22557	45.85542	41.43465	37.50932	42.733	66.82506	41.5753	45.30776	45.47874	41.5825	42.32016	42.56344	47.5703
