gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
DHX58	-0.403555272991303	2.26635466914364	-0.391989675149071	-0.306586492370261	-0.366876116557639	-0.416689924934891	-0.380657187140476	PMNs	1
CACNA1A	-0.313339389484565	2.23201186535563	-0.390404725657995	-0.440816018169173	-0.0310295366459305	-0.443860375682765	-0.6125618197152	PMNs	1
EXOSC9	-0.446513255317055	2.26342791105893	-0.257733403689919	-0.34972150043541	-0.409935123082672	-0.376079534993092	-0.423445093540782	PMNs	1
KIAA0319L	-0.549918488601173	2.21571503681666	-0.509063700355819	-0.499363382916914	-0.361674193037172	0.0814565544561571	-0.377151826361742	PMNs	1
IFI6	-0.422175724389325	2.26522451978925	-0.382218853688659	-0.282212740253847	-0.425499813043316	-0.385139444160198	-0.367977944253905	PMNs	1
IFI44L	-0.378001161122398	2.26462032360324	-0.402080061103973	-0.264986419677239	-0.381705562091879	-0.422841461867509	-0.415005657740241	PMNs	1
RSAD2	-0.390866669472098	2.26671174119651	-0.388060579615078	-0.309685978975765	-0.384327519265153	-0.397546017316526	-0.396224976551894	PMNs	1
MT2A	-0.400171239282284	2.26702440779927	-0.35547089939625	-0.344489728593481	-0.416975814361811	-0.38863685743725	-0.361279868728194	PMNs	1
EIF2AK2	-0.39334637284224	2.26631602406777	-0.385579308887954	-0.310883942408818	-0.353497245792957	-0.403205653749585	-0.419803500386214	PMNs	1
HES4	-0.458769839457668	2.25488255397367	-0.327823865039299	-0.179042573866471	-0.345441583012696	-0.491860255560819	-0.451944437036722	PMNs	1
SLC25A28	-0.176147521822176	2.23869306583483	-0.51839822063989	-0.434645988954456	-0.18920568144003	-0.602099794294482	-0.318195858683794	PMNs	1
MX2	-0.384159042565046	2.26691699289561	-0.372767072531897	-0.321088667187884	-0.384109359232401	-0.396472402084943	-0.408320449293442	PMNs	1
ZBP1	-0.426748555015184	2.26249767021058	-0.421396504096932	-0.228652019557922	-0.41322073755276	-0.383136459661186	-0.389343394326598	PMNs	1
PNPT1	-0.342896858309259	2.2671334838637	-0.419010368967973	-0.379477341413462	-0.393291391906598	-0.370078327465172	-0.362379195801233	PMNs	1
HSH2D	-0.592479375848751	2.25148600496712	-0.400543133790065	-0.35795123409353	-0.373139151651251	-0.183309176865223	-0.344063932718305	PMNs	1
PPM1K	-0.468943900569721	2.26459023504026	-0.328093824060394	-0.315461909069276	-0.361637038402671	-0.421410238966595	-0.369043323971604	PMNs	1
PRKD2	-0.308301943790921	2.25632795333707	-0.273553019444665	-0.257636234591023	-0.423415291845927	-0.495531109166021	-0.497890354498517	PMNs	1
IRF5	-0.320637184541809	2.22313057727513	-0.115516488886295	-0.297803582592115	-0.759173622464783	-0.435911167606563	-0.294088531183567	PMNs	1
TDRD7	-0.350496181939065	2.26449569395898	-0.365914265396752	-0.278132433421509	-0.427374369471239	-0.408198963177607	-0.434379480552811	PMNs	1
TRIM14	-0.355366905642984	2.26397624721032	-0.334590993592738	-0.283341915224966	-0.425483555823655	-0.449574764446765	-0.41561811247921	PMNs	1
HELZ2	-0.412942691990217	2.26038918729655	-0.336967126259256	-0.213064974075614	-0.436929577567265	-0.42519208778354	-0.435292729620659	PMNs	1
LGALS9	-0.4452714762086	2.26300555194584	-0.314942470143034	-0.364457745067183	-0.281152559473102	-0.396230769798487	-0.460950531255439	PMNs	1
SRGAP2	-0.323443230450624	2.26540200837073	-0.381407237717902	-0.445038456094392	-0.398913587354296	-0.402560561798194	-0.314038934955326	PMNs	1
SAMHD1	-0.386731099546249	2.26036342177999	-0.429002951358222	-0.210930302062995	-0.449108842651048	-0.432116398085993	-0.352473828075482	PMNs	1
TNFSF10	-0.444736105786038	2.25939327705268	-0.435201116314312	-0.194389544743971	-0.360839810159297	-0.424036309802433	-0.400190390246632	PMNs	1
C1GALT1	-0.561710399237611	2.25700886377141	-0.396486650106606	-0.335232183710975	-0.341125576854765	-0.384435468276077	-0.23801858558538	PMNs	1
